Shipment_ID,Shipment_Date,Vendor_ID,Vendor_Rating,Origin,Destination,Distance_km,Weight_tons,Weather_Condition,Traffic_Density,Vehicle_Type,Actual_Delay_Days,CO2_Emission_kg
SHP-00643,2025-12-20,VEND-024,4.4,Gaziantep,Trabzon,585.9,10.45,Snow,High,Hybrid Van,0,593.92
SHP-00644,2025-12-20,VEND-024,4.7,Bursa,Eskisehir,162.2,16.73,Snow,High,Diesel Truck,0,403.54
SHP-00645,2025-12-20,VEND-003,4.4,Adana,Konya,329.2,21.06,Snow,Medium,Diesel Truck,0,998.08
SHP-00646,2025-12-20,VEND-007,4.1,Malatya,Trabzon,379.7,17.63,Snow,Low,Diesel Truck,0,918.41
SHP-00647,2025-12-20,VEND-019,4.6,Kocaeli,Adana,768.4,15.26,Snow,Medium,Hybrid Van,0,995.25
SHP-00648,2025-12-20,VEND-015,3.0,Diyarbakir,Izmir,1486.2,4.55,Normal,High,Hybrid Van,3,573.32
SHP-00649,2025-12-20,VEND-002,3.1,Erzurum,Adana,794.0,20.59,Snow,Medium,Electric Semi,1,617.15
SHP-00650,2025-12-20,VEND-003,4.2,Erzurum,Mersin,807.5,1.89,Snow,Medium,Electric Semi,0,59.38
SHP-00651,2025-12-20,VEND-014,4.7,Adana,Istanbul,878.8,7.34,Normal,Low,Diesel Truck,0,853.74
SHP-00652,2025-12-21,VEND-016,2.4,Malatya,Diyarbakir,217.1,2.37,Normal,High,Hybrid Van,0,51.23
SHP-00653,2025-12-21,VEND-005,1.8,Erzurum,Samsun,555.3,17.02,Storm,Low,Diesel Truck,3,1356.17
SHP-00654,2025-12-22,VEND-005,1.9,Van,Istanbul,1584.8,9.84,Rain,Low,Diesel Truck,2,2143.53
SHP-00655,2025-12-22,VEND-004,3.7,Adana,Malatya,360.5,16.65,Snow,Low,Electric Semi,0,222.48
SHP-00656,2025-12-23,VEND-015,3.3,Antalya,Malatya,889.7,9.33,Storm,Medium,Diesel Truck,3,1243.14
SHP-00657,2025-12-23,VEND-001,4.2,Kocaeli,Istanbul,111.2,11.94,Normal,High,Hybrid Van,0,120.7
SHP-00658,2025-12-23,VEND-015,3.1,Erzurum,Bursa,1318.7,11.99,Normal,High,Diesel Truck,2,2239.74
SHP-00659,2025-12-23,VEND-012,4.6,Erzurum,Konya,1007.4,2.09,Snow,Low,Electric Semi,0,84.24
SHP-00660,2025-12-23,VEND-012,4.6,Kocaeli,Kayseri,659.0,11.33,Normal,Medium,Electric Semi,0,254.23
SHP-00661,2025-12-24,VEND-017,3.5,Izmir,Eskisehir,403.8,16.39,Snow,High,Diesel Truck,0,955.62
SHP-00662,2025-12-24,VEND-014,4.4,Mersin,Kayseri,272.8,14.11,Normal,Medium,Diesel Truck,0,534.8
SHP-00663,2025-12-24,VEND-019,4.5,Eskisehir,Kocaeli,152.0,2.81,Rain,Low,Hybrid Van,0,39.0
SHP-00664,2025-12-24,VEND-020,3.7,Kocaeli,Istanbul,101.4,17.03,Storm,Medium,Diesel Truck,0,249.87
SHP-00665,2025-12-24,VEND-024,4.7,Konya,Denizli,384.5,8.41,Normal,Medium,Diesel Truck,0,431.41
SHP-00666,2025-12-25,VEND-020,3.6,Konya,Erzurum,983.7,1.35,Snow,High,Hybrid Van,1,124.97
SHP-00667,2025-12-25,VEND-013,4.1,Ankara,Samsun,408.5,4.73,Snow,Medium,Electric Semi,0,78.25
SHP-00668,2025-12-26,VEND-013,3.6,Gaziantep,Kayseri,304.8,12.94,Normal,Low,Diesel Truck,0,539.67
SHP-00669,2025-12-26,VEND-006,5.0,Denizli,Gaziantep,963.3,8.45,Rain,Medium,Electric Semi,0,321.88
SHP-00670,2025-12-26,VEND-015,3.3,Antalya,Van,1363.9,17.67,Snow,Low,Diesel Truck,0,3170.76
SHP-00671,2025-12-26,VEND-004,3.8,Van,Istanbul,1521.2,6.78,Snow,High,Diesel Truck,2,1508.18
SHP-00672,2025-12-26,VEND-024,4.9,Ankara,Konya,279.6,19.55,Storm,Medium,Hybrid Van,0,474.31
SHP-00673,2025-12-27,VEND-022,2.8,Kocaeli,Izmir,450.4,7.88,Snow,Low,Hybrid Van,1,317.01
SHP-00674,2025-12-27,VEND-003,4.6,Kayseri,Malatya,326.4,15.9,Normal,Medium,Diesel Truck,0,718.86
SHP-00675,2025-12-27,VEND-020,3.7,Diyarbakir,Kayseri,516.3,20.18,Normal,Low,Diesel Truck,0,1365.74
SHP-00676,2025-12-27,VEND-003,4.5,Malatya,Erzurum,400.6,10.25,Snow,Low,Hybrid Van,0,354.87
SHP-00677,2025-12-27,VEND-019,4.4,Samsun,Denizli,895.9,2.12,Snow,Medium,Diesel Truck,0,280.53
SHP-00678,2025-12-28,VEND-003,4.6,Trabzon,Samsun,362.4,13.85,Snow,High,Electric Semi,0,199.64
SHP-00679,2025-12-28,VEND-013,4.0,Denizli,Kayseri,678.1,24.89,Normal,High,Diesel Truck,0,2459.63
SHP-00680,2025-12-28,VEND-017,3.4,Samsun,Bursa,780.2,24.26,Storm,Medium,Diesel Truck,5,2757.24
SHP-00681,2025-12-28,VEND-019,4.3,Bursa,Kocaeli,125.0,6.3,Snow,Low,Electric Semi,0,29.7
SHP-00682,2025-12-29,VEND-011,2.9,Mersin,Eskisehir,612.3,19.14,Normal,Medium,Diesel Truck,0,1620.23
SHP-00683,2025-12-29,VEND-024,4.7,Antalya,Van,1372.7,9.28,Storm,Medium,Diesel Truck,2,1845.16
SHP-00684,2025-12-29,VEND-020,3.8,Kayseri,Kocaeli,678.8,4.85,Storm,Low,Diesel Truck,0,474.08
SHP-00685,2025-12-29,VEND-006,5.0,Trabzon,Erzurum,234.7,16.98,Normal,High,Hybrid Van,0,353.77
SHP-00686,2025-12-29,VEND-017,3.4,Antalya,Erzurum,1217.6,13.02,Rain,High,Diesel Truck,3,2406.76
SHP-00687,2025-12-30,VEND-019,4.3,Antalya,Samsun,871.5,13.94,Normal,Low,Diesel Truck,0,1597.82
SHP-00688,2025-12-30,VEND-009,1.8,Diyarbakir,Mersin,655.7,20.86,Snow,High,Hybrid Van,0,1246.59
SHP-00689,2025-12-30,VEND-019,4.2,Adana,Izmir,896.7,9.08,Normal,Medium,Diesel Truck,0,1119.84
SHP-00690,2025-12-30,VEND-023,4.9,Bursa,Konya,508.1,17.01,Normal,Low,Diesel Truck,0,1143.6
SHP-00691,2025-12-30,VEND-021,4.2,Eskisehir,Malatya,844.6,9.79,Normal,Medium,Diesel Truck,1,1143.52
SHP-00692,2025-12-30,VEND-020,3.6,Eskisehir,Izmir,421.9,2.03,Normal,Low,Hybrid Van,3,74.77
SHP-00693,2025-12-31,VEND-016,1.9,Diyarbakir,Adana,535.7,10.07,Normal,Low,Hybrid Van,0,427.51
SHP-00694,2026-01-02,VEND-007,4.0,Sakarya,Denizli,427.6,23.8,Rain,High,Electric Semi,0,413.38
SHP-00695,2026-01-02,VEND-020,3.9,Van,Antalya,1414.4,12.6,Snow,Medium,Diesel Truck,0,2430.23
SHP-00696,2026-01-04,VEND-010,3.0,Kocaeli,Van,1475.3,3.6,Normal,Low,Diesel Truck,0,695.93
SHP-00697,2026-01-04,VEND-014,4.5,Gaziantep,Denizli,952.3,17.51,Normal,Medium,Diesel Truck,0,2244.1
SHP-00698,2026-01-04,VEND-008,4.1,Malatya,Istanbul,1116.5,24.12,Rain,High,Hybrid Van,3,2551.69
SHP-00699,2026-01-04,VEND-008,4.5,Gaziantep,Antalya,711.7,22.79,Snow,Medium,Diesel Truck,0,2322.35
SHP-00700,2026-01-05,VEND-004,3.9,Gaziantep,Sakarya,893.0,14.73,Rain,High,Diesel Truck,0,1982.0
SHP-00701,2026-01-05,VEND-025,4.2,Diyarbakir,Malatya,216.6,10.03,Normal,High,Hybrid Van,0,185.24
SHP-00702,2026-01-05,VEND-004,4.2,Malatya,Erzurum,384.2,14.94,Storm,Low,Diesel Truck,4,805.93
SHP-00703,2026-01-05,VEND-003,4.7,Konya,Malatya,640.6,20.58,Snow,Medium,Diesel Truck,0,1849.98
SHP-00704,2026-01-05,VEND-024,4.6,Eskisehir,Ankara,259.4,21.67,Normal,Medium,Diesel Truck,0,825.36
SHP-00705,2026-01-06,VEND-014,4.3,Erzurum,Denizli,1386.5,20.65,Snow,High,Diesel Truck,0,4262.25
SHP-00706,2026-01-06,VEND-011,2.8,Sakarya,Izmir,452.7,11.93,Snow,Medium,Hybrid Van,0,481.77
SHP-00707,2026-01-06,VEND-019,4.5,Istanbul,Izmir,408.4,3.85,Rain,Low,Diesel Truck,0,219.61
SHP-00708,2026-01-07,VEND-010,3.1,Denizli,Eskisehir,322.0,14.66,Snow,Low,Hybrid Van,0,385.25
SHP-00709,2026-01-07,VEND-004,3.8,Bursa,Samsun,777.4,4.75,Snow,Medium,Diesel Truck,0,529.53
SHP-00710,2026-01-08,VEND-019,4.6,Diyarbakir,Trabzon,417.1,2.46,Rain,High,Diesel Truck,0,162.14
SHP-00711,2026-01-08,VEND-005,1.8,Ankara,Malatya,620.7,12.97,Normal,High,Hybrid Van,2,714.68
SHP-00712,2026-01-09,VEND-014,4.7,Van,Ankara,1139.6,16.73,Rain,Medium,Electric Semi,0,666.97
SHP-00713,2026-01-09,VEND-024,4.6,Bursa,Kocaeli,119.3,21.5,Normal,Low,Diesel Truck,0,335.64
SHP-00714,2026-01-09,VEND-024,4.9,Mersin,Diyarbakir,653.5,19.79,Storm,Low,Electric Semi,0,505.5
SHP-00715,2026-01-09,VEND-010,3.2,Antalya,Kayseri,572.7,21.57,Snow,High,Electric Semi,2,514.81
SHP-00716,2026-01-09,VEND-020,3.8,Diyarbakir,Kayseri,535.0,19.24,Snow,Medium,Electric Semi,0,413.39
SHP-00717,2026-01-10,VEND-016,2.2,Adana,Samsun,607.1,17.88,Rain,High,Diesel Truck,1,1560.34
SHP-00718,2026-01-11,VEND-012,4.6,Eskisehir,Erzurum,1190.0,1.24,Rain,Low,Diesel Truck,0,213.73
SHP-00719,2026-01-11,VEND-004,4.0,Ankara,Istanbul,420.3,16.03,Normal,Medium,Diesel Truck,0,917.99
SHP-00720,2026-01-11,VEND-010,3.2,Kayseri,Malatya,299.1,3.89,Storm,High,Hybrid Van,3,120.84
SHP-00721,2026-01-11,VEND-017,3.4,Erzurum,Sakarya,1136.2,2.41,Normal,Low,Electric Semi,1,97.35
SHP-00722,2026-01-12,VEND-025,4.0,Erzurum,Sakarya,1151.3,4.75,Snow,Low,Diesel Truck,0,715.25
SHP-00723,2026-01-13,VEND-001,4.0,Antalya,Mersin,428.4,20.76,Snow,Medium,Diesel Truck,0,1316.07
SHP-00724,2026-01-13,VEND-018,1.5,Adana,Samsun,622.1,18.85,Normal,Medium,Diesel Truck,2,1572.55
SHP-00725,2026-01-14,VEND-022,2.4,Mersin,Adana,78.1,23.77,Snow,High,Diesel Truck,0,287.45
SHP-00726,2026-01-14,VEND-024,4.6,Kocaeli,Antalya,521.7,24.5,Storm,High,Diesel Truck,0,1897.04
SHP-00727,2026-01-14,VEND-011,3.0,Samsun,Malatya,456.0,22.44,Snow,Medium,Diesel Truck,3,1547.08
SHP-00728,2026-01-15,VEND-003,4.5,Izmir,Samsun,1086.8,4.19,Storm,Low,Diesel Truck,0,637.85
SHP-00729,2026-01-15,VEND-007,3.9,Sakarya,Denizli,452.1,22.08,Normal,Medium,Hybrid Van,0,874.13
SHP-00730,2026-01-15,VEND-022,2.7,Antalya,Ankara,493.0,21.13,Snow,High,Electric Semi,2,421.35
SHP-00731,2026-01-15,VEND-022,2.7,Konya,Sakarya,463.5,21.91,Normal,Medium,Diesel Truck,0,1342.87
SHP-00732,2026-01-16,VEND-016,2.6,Diyarbakir,Trabzon,442.8,4.64,Storm,High,Electric Semi,2,90.66
SHP-00733,2026-01-16,VEND-004,3.7,Denizli,Van,1592.2,3.8,Normal,Medium,Diesel Truck,0,824.51
SHP-00734,2026-01-16,VEND-004,3.8,Adana,Izmir,896.0,23.17,Snow,Low,Diesel Truck,0,2863.78
SHP-00735,2026-01-17,VEND-012,5.0,Erzurum,Samsun,558.7,5.17,Snow,Medium,Hybrid Van,0,249.19
SHP-00736,2026-01-17,VEND-015,3.2,Adana,Samsun,622.5,9.85,Normal,Medium,Diesel Truck,0,825.82
SHP-00737,2026-01-17,VEND-001,4.3,Kocaeli,Samsun,661.4,11.94,Rain,Low,Electric Semi,1,289.92
SHP-00738,2026-01-18,VEND-018,1.7,Antalya,Ankara,489.2,3.99,Snow,Low,Diesel Truck,0,266.64
SHP-00739,2026-01-18,VEND-014,4.4,Bursa,Kayseri,717.7,1.5,Normal,Medium,Diesel Truck,0,151.38
SHP-00740,2026-01-18,VEND-001,4.3,Kayseri,Gaziantep,310.3,24.86,Storm,Low,Diesel Truck,0,1077.92
SHP-00741,2026-01-18,VEND-003,4.4,Kocaeli,Trabzon,985.6,22.04,Snow,Low,Diesel Truck,0,3007.84
SHP-00742,2026-01-18,VEND-012,4.8,Diyarbakir,Antalya,1078.7,22.9,Rain,Medium,Diesel Truck,0,3601.57
SHP-00743,2026-01-18,VEND-019,4.2,Adana,Kayseri,250.0,7.83,Snow,High,Hybrid Van,0,185.57
SHP-00744,2026-01-18,VEND-021,4.2,Malatya,Kocaeli,923.1,6.28,Storm,Medium,Diesel Truck,0,837.73
SHP-00745,2026-01-19,VEND-011,2.8,Trabzon,Ankara,730.4,11.22,Snow,High,Electric Semi,0,363.89
SHP-00746,2026-01-19,VEND-008,4.2,Ankara,Sakarya,274.0,11.88,Normal,High,Diesel Truck,1,468.12
SHP-00747,2026-01-19,VEND-025,4.2,Eskisehir,Denizli,303.2,1.13,Normal,Medium,Hybrid Van,0,32.48
SHP-00748,2026-01-19,VEND-012,4.6,Kocaeli,Ankara,346.8,19.7,Normal,Low,Electric Semi,0,238.04
SHP-00749,2026-01-20,VEND-008,4.1,Adana,Ankara,487.0,24.92,Snow,High,Diesel Truck,2,1833.56
SHP-00750,2026-01-20,VEND-012,4.6,Kayseri,Malatya,306.6,13.69,Snow,Low,Electric Semi,0,157.68
SHP-00751,2026-01-20,VEND-001,4.0,Konya,Gaziantep,539.4,10.32,Snow,High,Electric Semi,0,235.25
SHP-00752,2026-01-21,VEND-008,4.3,Trabzon,Malatya,417.1,10.43,Normal,Medium,Hybrid Van,0,370.55
SHP-00753,2026-01-22,VEND-013,3.6,Kocaeli,Kayseri,640.9,3.31,Storm,Medium,Diesel Truck,0,329.04
SHP-00754,2026-01-22,VEND-023,5.0,Mersin,Konya,286.8,7.39,Snow,Medium,Hybrid Van,0,197.32
SHP-00755,2026-01-22,VEND-019,4.2,Gaziantep,Konya,539.9,13.05,Snow,Medium,Hybrid Van,2,629.7
SHP-00756,2026-01-23,VEND-020,3.6,Adana,Denizli,666.5,11.36,Normal,High,Electric Semi,0,296.46
SHP-00757,2026-01-23,VEND-014,4.3,Kayseri,Izmir,924.7,14.08,Snow,Low,Diesel Truck,0,1862.56
SHP-00758,2026-01-23,VEND-003,4.7,Kayseri,Adana,229.2,21.38,Normal,High,Electric Semi,0,183.97
SHP-00759,2026-01-23,VEND-010,3.1,Konya,Adana,341.8,6.41,Normal,Low,Diesel Truck,0,314.77
SHP-00760,2026-01-24,VEND-025,4.2,Kocaeli,Izmir,432.3,1.66,Snow,High,Hybrid Van,0,70.5
SHP-00761,2026-01-25,VEND-002,3.1,Antalya,Adana,524.8,1.92,Storm,High,Hybrid Van,4,99.46
SHP-00762,2026-01-25,VEND-022,2.4,Samsun,Kocaeli,691.9,4.22,Rain,Medium,Diesel Truck,0,400.08
SHP-00763,2026-01-25,VEND-018,1.7,Izmir,Denizli,236.3,14.69,Storm,Low,Diesel Truck,0,478.41
SHP-00764,2026-01-26,VEND-008,4.6,Kayseri,Ankara,312.7,20.4,Snow,High,Electric Semi,2,269.74
SHP-00765,2026-01-26,VEND-020,3.7,Sakarya,Malatya,931.6,22.28,Normal,High,Electric Semi,0,855.29
SHP-00766,2026-01-26,VEND-021,4.2,Diyarbakir,Malatya,230.5,16.24,Snow,Low,Electric Semi,0,138.08
SHP-00767,2026-01-26,VEND-002,3.1,Denizli,Eskisehir,310.0,10.68,Rain,Medium,Electric Semi,1,127.05
SHP-00768,2026-01-26,VEND-003,4.6,Eskisehir,Erzurum,1120.8,4.71,Normal,High,Hybrid Van,0,472.05
SHP-00769,2026-01-26,VEND-017,3.1,Ankara,Kayseri,338.6,10.63,Rain,Low,Hybrid Van,0,309.73
SHP-00770,2026-01-26,VEND-025,3.9,Konya,Diyarbakir,822.1,8.98,Storm,Medium,Hybrid Van,2,712.3
SHP-00771,2026-01-26,VEND-001,4.2,Denizli,Eskisehir,323.3,21.88,Normal,Medium,Diesel Truck,0,1008.72
SHP-00772,2026-01-27,VEND-017,3.3,Diyarbakir,Samsun,645.2,12.68,Rain,Low,Electric Semi,0,294.35
SHP-00773,2026-01-27,VEND-004,4.1,Kocaeli,Bursa,117.4,6.43,Snow,High,Hybrid Van,0,76.27
SHP-00774,2026-01-27,VEND-017,3.4,Malatya,Samsun,462.5,7.93,Storm,Low,Diesel Truck,2,533.44
SHP-00775,2026-01-28,VEND-016,2.0,Gaziantep,Erzurum,582.1,4.28,Snow,High,Diesel Truck,2,386.74
SHP-00776,2026-01-28,VEND-003,4.3,Bursa,Van,1525.0,23.05,Snow,Medium,Diesel Truck,0,4880.5
SHP-00777,2026-01-28,VEND-018,1.3,Ankara,Kayseri,340.7,2.21,Rain,Medium,Diesel Truck,4,110.7
SHP-00778,2026-01-29,VEND-023,4.9,Kocaeli,Antalya,525.9,1.31,Rain,Medium,Hybrid Van,0,65.5
SHP-00779,2026-01-29,VEND-022,2.7,Denizli,Sakarya,430.9,5.39,Storm,Medium,Diesel Truck,2,361.18
SHP-00780,2026-01-29,VEND-001,4.1,Gaziantep,Ankara,654.1,20.46,Storm,High,Electric Semi,5,554.77
SHP-00781,2026-01-30,VEND-007,4.4,Sakarya,Izmir,460.9,13.56,Normal,Medium,Diesel Truck,0,859.98
SHP-00782,2026-01-30,VEND-007,4.4,Eskisehir,Samsun,669.3,16.02,Rain,High,Hybrid Van,0,1011.46
SHP-00783,2026-01-30,VEND-012,4.7,Adana,Van,871.1,9.59,Normal,Medium,Hybrid Van,0,663.45
SHP-00784,2026-01-30,VEND-004,3.6,Antalya,Adana,511.6,2.65,Rain,Low,Hybrid Van,0,114.28
SHP-00785,2026-01-30,VEND-022,2.8,Eskisehir,Mersin,584.2,21.55,Snow,Low,Electric Semi,2,497.03
SHP-00786,2026-01-31,VEND-020,3.8,Denizli,Konya,379.0,5.61,Storm,High,Diesel Truck,4,340.91
SHP-00787,2026-01-31,VEND-021,4.2,Bursa,Kayseri,739.9,1.79,Rain,Medium,Hybrid Van,0,113.79
SHP-00788,2026-01-31,VEND-005,1.9,Gaziantep,Istanbul,1095.6,14.74,Storm,Medium,Electric Semi,2,638.78
SHP-00789,2026-01-31,VEND-001,4.0,Kayseri,Trabzon,577.0,3.0,Snow,Medium,Diesel Truck,0,264.76
SHP-00790,2026-01-31,VEND-023,5.0,Samsun,Trabzon,363.2,3.3,Rain,Medium,Hybrid Van,0,98.82
SHP-00791,2026-02-01,VEND-008,4.2,Bursa,Konya,503.4,20.21,Rain,Medium,Diesel Truck,0,1432.86
SHP-00792,2026-02-01,VEND-017,3.5,Erzurum,Gaziantep,578.0,12.8,Snow,Medium,Electric Semi,0,283.91
SHP-00793,2026-02-01,VEND-023,4.6,Adana,Sakarya,778.1,6.8,Normal,High,Diesel Truck,0,727.72
SHP-00794,2026-02-02,VEND-001,4.1,Adana,Bursa,823.2,9.37,Storm,Low,Hybrid Van,0,672.4
SHP-00795,2026-02-02,VEND-001,4.4,Ankara,Istanbul,453.6,18.5,Storm,Medium,Diesel Truck,0,1229.24
SHP-00796,2026-02-03,VEND-001,4.2,Malatya,Istanbul,1035.6,2.59,Snow,Low,Diesel Truck,0,377.81
SHP-00797,2026-02-03,VEND-004,4.0,Antalya,Malatya,860.0,3.8,Snow,High,Diesel Truck,0,499.42
SHP-00798,2026-02-03,VEND-002,3.0,Van,Konya,1220.7,15.79,Snow,Medium,Hybrid Van,0,1652.08
SHP-00799,2026-02-03,VEND-021,4.2,Kayseri,Ankara,318.5,15.57,Storm,Medium,Diesel Truck,0,701.09
SHP-00800,2026-02-03,VEND-016,2.5,Malatya,Diyarbakir,213.4,24.34,Normal,High,Diesel Truck,0,735.99
SHP-00801,2026-02-03,VEND-025,4.2,Bursa,Izmir,336.6,9.99,Storm,Medium,Electric Semi,0,137.33
SHP-00802,2026-02-04,VEND-021,3.9,Bursa,Adana,806.2,2.56,Snow,Low,Hybrid Van,0,180.51
SHP-00803,2026-02-04,VEND-025,4.1,Diyarbakir,Istanbul,1240.9,13.9,Snow,Medium,Diesel Truck,2,2475.59
SHP-00804,2026-02-05,VEND-006,5.0,Diyarbakir,Trabzon,425.8,16.32,Snow,Low,Diesel Truck,0,935.93
SHP-00805,2026-02-05,VEND-008,4.4,Samsun,Eskisehir,641.8,4.35,Normal,High,Hybrid Van,0,247.28
SHP-00806,2026-02-05,VEND-022,2.5,Istanbul,Sakarya,153.1,14.27,Snow,Medium,Diesel Truck,0,329.04
SHP-00807,2026-02-05,VEND-007,4.1,Erzurum,Antalya,1274.3,5.75,Snow,High,Diesel Truck,0,1136.95
SHP-00808,2026-02-05,VEND-002,2.9,Adana,Konya,352.2,21.27,Snow,High,Hybrid Van,1,693.38
SHP-00809,2026-02-05,VEND-017,3.3,Erzurum,Malatya,390.8,21.04,Snow,High,Diesel Truck,2,1157.31
SHP-00810,2026-02-06,VEND-021,4.0,Malatya,Sakarya,931.3,11.31,Storm,Medium,Diesel Truck,1,1515.65
SHP-00811,2026-02-06,VEND-025,4.1,Malatya,Istanbul,1044.7,24.2,Storm,Low,Diesel Truck,2,3506.67
SHP-00812,2026-02-06,VEND-024,4.5,Denizli,Eskisehir,329.6,24.51,Normal,Medium,Electric Semi,0,287.57
SHP-00813,2026-02-07,VEND-004,4.0,Denizli,Diyarbakir,1188.7,4.1,Normal,High,Hybrid Van,2,427.91
SHP-00814,2026-02-07,VEND-020,3.8,Samsun,Kocaeli,647.2,9.83,Snow,High,Electric Semi,0,267.78
SHP-00815,2026-02-07,VEND-022,2.7,Istanbul,Denizli,470.4,15.41,Snow,High,Electric Semi,5,297.24
SHP-00816,2026-02-07,VEND-018,1.6,Adana,Istanbul,914.6,3.04,Snow,Low,Diesel Truck,2,403.24
SHP-00817,2026-02-07,VEND-021,4.2,Eskisehir,Istanbul,231.6,10.18,Rain,Low,Diesel Truck,0,309.28
SHP-00818,2026-02-07,VEND-021,4.1,Diyarbakir,Istanbul,1304.2,7.27,Normal,High,Diesel Truck,0,1352.17
SHP-00819,2026-02-07,VEND-012,4.5,Kocaeli,Bursa,122.7,23.85,Normal,Low,Diesel Truck,0,365.84
SHP-00820,2026-02-08,VEND-002,2.9,Eskisehir,Van,1372.1,10.88,Snow,Medium,Diesel Truck,1,2120.75
SHP-00821,2026-02-09,VEND-012,4.6,Istanbul,Denizli,439.5,19.3,Snow,Medium,Electric Semi,1,318.62
SHP-00822,2026-02-09,VEND-006,4.7,Kayseri,Sakarya,592.2,10.28,Snow,Low,Diesel Truck,0,879.95
SHP-00823,2026-02-09,VEND-003,4.5,Samsun,Gaziantep,600.2,4.16,Rain,Medium,Diesel Truck,0,360.65
SHP-00824,2026-02-10,VEND-004,4.0,Malatya,Erzurum,382.9,21.72,Storm,High,Diesel Truck,2,1333.31
SHP-00825,2026-02-10,VEND-018,1.5,Konya,Bursa,490.8,1.01,Snow,High,Diesel Truck,3,83.38
SHP-00826,2026-02-11,VEND-013,3.8,Antalya,Erzurum,1187.8,2.34,Normal,Medium,Diesel Truck,0,372.35
SHP-00827,2026-02-11,VEND-014,4.4,Adana,Istanbul,921.2,9.75,Snow,Medium,Diesel Truck,4,1255.12
SHP-00828,2026-02-11,VEND-019,4.5,Bursa,Istanbul,115.9,17.49,Storm,High,Diesel Truck,0,325.14
SHP-00829,2026-02-12,VEND-014,4.4,Kocaeli,Ankara,343.8,9.2,Normal,Medium,Diesel Truck,0,459.63
SHP-00830,2026-02-12,VEND-016,2.1,Trabzon,Diyarbakir,416.2,2.59,Normal,Medium,Hybrid Van,2,95.01
SHP-00831,2026-02-12,VEND-003,4.3,Diyarbakir,Antalya,1074.1,8.63,Snow,Medium,Hybrid Van,0,812.66
SHP-00832,2026-02-13,VEND-022,2.7,Van,Mersin,1023.9,6.88,Snow,Low,Hybrid Van,2,598.2
SHP-00833,2026-02-13,VEND-012,4.9,Ankara,Kayseri,322.7,1.13,Snow,Low,Hybrid Van,0,35.13
SHP-00834,2026-02-13,VEND-004,3.6,Antalya,Diyarbakir,1028.8,13.84,Snow,High,Hybrid Van,3,1413.88
SHP-00835,2026-02-13,VEND-021,4.3,Konya,Adana,328.0,3.8,Rain,Medium,Hybrid Van,0,115.21
SHP-00836,2026-02-14,VEND-019,4.6,Antalya,Istanbul,587.5,7.9,Snow,Low,Diesel Truck,0,653.1
SHP-00837,2026-02-14,VEND-002,3.0,Diyarbakir,Adana,554.4,16.39,Snow,Low,Diesel Truck,2,1264.77
SHP-00838,2026-02-15,VEND-005,1.9,Izmir,Konya,578.4,18.4,Normal,High,Diesel Truck,3,1544.43
SHP-00839,2026-02-15,VEND-001,4.1,Istanbul,Eskisehir,230.8,7.32,Snow,Medium,Electric Semi,0,67.83
SHP-00840,2026-02-15,VEND-007,4.2,Malatya,Eskisehir,876.4,8.9,Normal,Medium,Diesel Truck,0,1049.7
SHP-00841,2026-02-15,VEND-003,4.3,Van,Ankara,1098.4,6.93,Rain,Low,Hybrid Van,0,615.35
SHP-00842,2026-02-16,VEND-018,1.3,Antalya,Diyarbakir,1044.2,23.97,Rain,High,Diesel Truck,1,3810.1
SHP-00843,2026-02-16,VEND-014,4.5,Konya,Ankara,294.8,5.57,Snow,High,Diesel Truck,0,258.4
SHP-00844,2026-02-16,VEND-025,4.1,Samsun,Trabzon,345.5,5.4,Normal,Medium,Hybrid Van,0,163.92
SHP-00845,2026-02-16,VEND-019,4.3,Samsun,Adana,589.2,11.68,Rain,Low,Diesel Truck,0,975.63
SHP-00846,2026-02-16,VEND-016,2.1,Van,Gaziantep,667.3,5.54,Snow,Medium,Diesel Truck,2,547.03
SHP-00847,2026-02-16,VEND-013,3.6,Mersin,Samsun,616.4,4.76,Normal,High,Diesel Truck,0,432.98
SHP-00848,2026-02-16,VEND-002,3.0,Istanbul,Konya,574.3,3.3,Snow,High,Electric Semi,3,86.69
SHP-00849,2026-02-17,VEND-002,2.9,Mersin,Diyarbakir,607.8,16.36,Snow,High,Hybrid Van,1,937.99
SHP-00850,2026-02-17,VEND-016,2.4,Kocaeli,Van,1438.2,15.69,Normal,Medium,Diesel Truck,1,2959.07
SHP-00851,2026-02-17,VEND-001,4.3,Samsun,Diyarbakir,660.3,16.6,Normal,Low,Electric Semi,0,381.89
SHP-00852,2026-02-17,VEND-002,3.0,Samsun,Mersin,675.9,19.56,Snow,Medium,Diesel Truck,2,1992.1
SHP-00853,2026-02-17,VEND-006,4.9,Erzurum,Kayseri,624.0,8.83,Normal,High,Hybrid Van,0,470.28
SHP-00854,2026-02-17,VEND-023,5.0,Diyarbakir,Mersin,625.1,23.04,Normal,Low,Diesel Truck,0,1837.85
SHP-00855,2026-02-17,VEND-012,4.5,Gaziantep,Diyarbakir,335.1,18.6,Snow,Low,Diesel Truck,0,896.16
SHP-00856,2026-02-18,VEND-018,1.7,Adana,Kocaeli,809.9,20.31,Snow,Medium,Diesel Truck,0,2346.89
SHP-00857,2026-02-18,VEND-011,3.0,Denizli,Mersin,647.2,18.3,Snow,Medium,Diesel Truck,2,1700.53
