Shipment_ID,Date_ID,Vendor_ID,Route_ID,Weight_tons,Distance_km,Actual_Delay_Days,CO2_Emission_kg
SHP-01113,20260425,VEND-022,RT-00600,6.01,189.9,0,155.12
SHP-01114,20260425,VEND-014,RT-01056,16.58,834.9,0,533.46
SHP-01115,20260425,VEND-013,RT-00927,6.08,299.2,0,72.56
SHP-01116,20260425,VEND-003,RT-00392,1.43,188.7,0,11.24
SHP-01117,20260426,VEND-001,RT-01082,19.21,585.4,1,976.97
SHP-01118,20260426,VEND-010,RT-00905,11.42,495.5,0,445.95
SHP-01119,20260426,VEND-025,RT-01213,23.72,1132.3,2,2285.46
SHP-01120,20260426,VEND-023,RT-01108,13.82,422.6,0,231.95
SHP-01121,20260426,VEND-016,RT-00613,4.78,987.1,1,421.24
SHP-01122,20260426,VEND-016,RT-00456,11.79,911.2,2,918.26
SHP-01123,20260427,VEND-010,RT-00808,5.87,818.1,0,669.29
SHP-01124,20260427,VEND-005,RT-00318,22.07,1108.5,2,1065.43
SHP-01125,20260427,VEND-001,RT-01297,17.58,519.1,0,1216.87
SHP-01126,20260427,VEND-009,RT-01028,9.19,498.1,0,601.46
SHP-01127,20260427,VEND-008,RT-00280,13.67,235.1,0,430.26
SHP-01128,20260428,VEND-005,RT-00505,17.07,367.1,0,816.07
SHP-01129,20260428,VEND-007,RT-00654,19.79,1061.7,0,2723.68
SHP-01130,20260428,VEND-001,RT-00762,2.92,595.5,0,227.22
SHP-01131,20260428,VEND-016,RT-01334,1.54,442.6,0,100.18
SHP-01132,20260429,VEND-024,RT-01031,3.75,298.5,0,41.91
SHP-01133,20260429,VEND-018,RT-00287,10.48,607.7,3,582.34
SHP-01134,20260429,VEND-012,RT-01202,12.2,874.2,0,915.91
SHP-01135,20260501,VEND-011,RT-00203,4.28,379.7,0,232.37
SHP-01136,20260501,VEND-008,RT-00948,10.87,921.4,0,1383.75
SHP-01137,20260501,VEND-004,RT-01188,11.6,774.3,0,796.85
SHP-01138,20260501,VEND-015,RT-00736,3.62,955.7,0,500.7
SHP-01139,20260502,VEND-015,RT-01042,23.0,338.5,0,659.04
SHP-01140,20260503,VEND-001,RT-01079,15.38,775.7,0,436.04
SHP-01141,20260503,VEND-011,RT-00415,10.32,226.8,0,316.02
SHP-01142,20260504,VEND-007,RT-00709,13.17,468.4,0,928.42
SHP-01143,20260504,VEND-005,RT-00406,8.54,883.0,2,1085.1
SHP-01144,20260504,VEND-018,RT-01066,21.5,776.4,0,2300.51
SHP-01145,20260504,VEND-014,RT-00326,14.8,266.0,0,581.04
SHP-01146,20260505,VEND-016,RT-00837,12.88,1037.1,0,1134.47
SHP-01147,20260505,VEND-018,RT-00572,22.86,111.4,4,105.27
SHP-01148,20260505,VEND-025,RT-00470,21.11,734.5,0,2044.22
SHP-01149,20260506,VEND-021,RT-00191,20.51,1181.4,0,3393.88
SHP-01150,20260506,VEND-016,RT-00681,6.41,661.2,3,668.06
SHP-01151,20260506,VEND-022,RT-01123,4.67,970.8,0,625.98
SHP-01152,20260506,VEND-012,RT-01275,17.56,734.5,0,516.75
SHP-01153,20260506,VEND-025,RT-00959,12.25,950.6,1,453.64
SHP-01154,20260506,VEND-020,RT-00784,17.41,803.9,0,1160.62
SHP-01155,20260506,VEND-017,RT-00649,19.26,844.8,0,2110.18
SHP-01156,20260506,VEND-023,RT-00664,8.09,312.0,0,350.53
SHP-01157,20260507,VEND-013,RT-01058,7.83,903.1,0,621.93
SHP-01158,20260507,VEND-019,RT-00161,12.78,323.6,0,153.11
SHP-01159,20260507,VEND-008,RT-00426,7.57,1177.7,0,339.84
SHP-01160,20260507,VEND-025,RT-00701,17.02,312.0,0,814.77
SHP-01161,20260508,VEND-016,RT-01004,18.92,322.2,0,536.76
SHP-01162,20260508,VEND-020,RT-00187,12.33,1037.5,2,1869.52
SHP-01163,20260508,VEND-012,RT-00740,18.37,329.4,0,809.84
SHP-01164,20260509,VEND-022,RT-00606,13.25,465.0,0,531.24
SHP-01165,20260509,VEND-002,RT-00696,18.11,871.8,2,2385.89
SHP-01166,20260509,VEND-003,RT-01033,6.4,232.6,0,134.61
SHP-01167,20260510,VEND-013,RT-00914,18.73,232.9,0,557.36
SHP-01168,20260510,VEND-019,RT-01166,18.16,609.3,0,1555.17
SHP-01169,20260510,VEND-021,RT-01190,7.4,330.3,0,355.92
SHP-01170,20260510,VEND-012,RT-00633,14.34,321.0,0,408.54
SHP-01171,20260510,VEND-017,RT-00698,21.53,60.6,0,110.46
SHP-01172,20260511,VEND-014,RT-00247,6.99,476.0,0,458.53
SHP-01173,20260511,VEND-025,RT-00271,18.66,416.0,0,1152.69
SHP-01174,20260511,VEND-017,RT-00138,23.9,85.8,0,279.68
SHP-01175,20260512,VEND-011,RT-00944,21.79,764.4,0,2194.94
SHP-01176,20260512,VEND-025,RT-01223,10.64,770.7,0,302.45
SHP-01177,20260512,VEND-003,RT-00940,15.57,131.4,0,305.25
SHP-01178,20260512,VEND-025,RT-00938,24.8,414.6,2,1497.09
SHP-01179,20260512,VEND-004,RT-00802,14.64,1053.7,0,2098.3
SHP-01180,20260513,VEND-008,RT-01222,3.76,719.5,0,96.75
SHP-01181,20260513,VEND-021,RT-00924,2.09,523.8,0,42.97
SHP-01182,20260514,VEND-019,RT-00147,19.97,584.9,0,412.09
SHP-01183,20260514,VEND-025,RT-01064,11.17,289.5,0,120.4
SHP-01184,20260514,VEND-019,RT-00644,6.92,983.7,0,584.67
SHP-01185,20260514,VEND-016,RT-00756,9.34,1101.1,0,1397.75
SHP-01186,20260514,VEND-009,RT-00432,19.18,1097.3,0,1701.45
SHP-01187,20260515,VEND-001,RT-00008,12.17,307.5,0,139.44
SHP-01188,20260515,VEND-004,RT-00704,21.84,407.4,0,1193.96
SHP-01189,20260516,VEND-008,RT-00525,18.64,234.7,0,354.28
SHP-01190,20260516,VEND-002,RT-00726,24.38,403.3,0,376.68
SHP-01191,20260516,VEND-013,RT-00228,22.32,432.7,0,327.99
SHP-01192,20260516,VEND-020,RT-00729,7.11,778.1,1,744.28
SHP-01193,20260517,VEND-025,RT-00965,16.82,268.1,0,641.9
SHP-01194,20260517,VEND-013,RT-01326,1.49,1107.3,0,133.13
SHP-01195,20260518,VEND-022,RT-00856,24.79,168.6,3,601.93
SHP-01196,20260518,VEND-025,RT-01246,7.26,57.9,0,66.91
SHP-01197,20260519,VEND-022,RT-01243,16.96,1033.2,1,2456.3
SHP-01198,20260519,VEND-012,RT-01241,21.38,859.3,0,2561.44
SHP-01199,20260520,VEND-009,RT-01212,4.85,458.7,0,183.81
SHP-01200,20260520,VEND-025,RT-01325,21.35,734.8,0,600.95
SHP-01201,20260520,VEND-007,RT-00551,1.29,307.1,0,36.48
SHP-01202,20260520,VEND-011,RT-00128,11.61,243.6,0,379.81
SHP-01203,20260521,VEND-002,RT-00025,12.33,591.8,1,1009.71
SHP-01204,20260521,VEND-020,RT-01335,9.98,456.2,0,587.87
SHP-01205,20260521,VEND-017,RT-01027,15.07,757.5,0,1633.26
SHP-01206,20260521,VEND-003,RT-00197,22.96,300.9,0,277.85
SHP-01207,20260522,VEND-006,RT-00982,8.85,812.4,0,957.81
SHP-01208,20260522,VEND-014,RT-01239,14.9,931.9,0,2148.86
SHP-01209,20260522,VEND-014,RT-00875,22.06,241.6,0,494.38
SHP-01210,20260522,VEND-021,RT-01072,19.55,100.4,1,78.26
SHP-01211,20260522,VEND-007,RT-00739,1.98,555.5,0,157.27
SHP-01212,20260522,VEND-024,RT-00029,23.63,940.1,0,968.92
SHP-01213,20260523,VEND-012,RT-01041,2.12,798.4,0,248.03
SHP-01214,20260523,VEND-021,RT-00435,15.13,857.2,0,1017.33
SHP-01215,20260523,VEND-006,RT-00917,14.81,513.3,0,298.15
SHP-01216,20260524,VEND-001,RT-00730,19.87,320.2,0,855.74
SHP-01217,20260524,VEND-002,RT-01062,4.56,661.5,2,452.78
SHP-01218,20260524,VEND-010,RT-01302,5.3,285.0,0,212.02
SHP-01219,20260525,VEND-024,RT-00806,19.05,885.2,0,585.87
SHP-01220,20260525,VEND-002,RT-00052,4.59,276.5,0,191.77
SHP-01221,20260525,VEND-010,RT-00333,12.27,385.0,0,163.19
SHP-01222,20260525,VEND-003,RT-01232,18.56,632.5,0,1581.02
SHP-01223,20260526,VEND-024,RT-00616,16.63,609.7,0,1398.93
SHP-01224,20260526,VEND-017,RT-01301,6.05,741.0,0,607.56
SHP-01225,20260526,VEND-020,RT-00870,8.3,553.1,0,638.26
SHP-01226,20260526,VEND-018,RT-00126,24.26,1107.4,1,3899.87
SHP-01227,20260526,VEND-017,RT-01030,11.77,1015.9,2,452.21
SHP-01228,20260527,VEND-020,RT-00445,2.07,1061.0,0,204.2
SHP-01229,20260527,VEND-001,RT-00049,6.27,773.9,0,691.41
SHP-01230,20260527,VEND-022,RT-00822,9.22,780.3,0,251.68
SHP-01231,20260528,VEND-019,RT-01238,24.99,750.6,0,2520.64
SHP-01232,20260528,VEND-019,RT-00502,8.26,550.1,0,161.07
SHP-01233,20260528,VEND-010,RT-00970,1.63,420.4,0,108.13
SHP-01234,20260529,VEND-021,RT-00706,13.31,730.8,0,362.89
SHP-01235,20260529,VEND-010,RT-01192,3.01,79.4,0,42.16
SHP-01236,20260530,VEND-002,RT-01203,7.58,58.6,0,67.1
SHP-01237,20260530,VEND-023,RT-00240,24.82,1029.4,0,929.91
SHP-01238,20260530,VEND-006,RT-00341,17.91,103.4,0,276.78
SHP-01239,20260531,VEND-003,RT-00737,2.22,653.5,0,198.61
SHP-01240,20260531,VEND-016,RT-00761,11.77,757.2,0,1293.94
SHP-01241,20260531,VEND-006,RT-00904,5.12,277.9,0,133.76
SHP-01242,20260531,VEND-022,RT-00270,3.95,1080.1,0,615.49
SHP-01243,20260531,VEND-012,RT-00398,15.09,268.6,0,577.31
SHP-01244,20260601,VEND-001,RT-00175,13.14,1067.2,0,1208.1
SHP-01245,20260601,VEND-024,RT-00556,18.83,927.4,0,649.52
SHP-01246,20260601,VEND-013,RT-00992,22.42,326.9,0,1055.72
SHP-01247,20260601,VEND-007,RT-01022,6.92,223.4,0,55.05
SHP-01248,20260601,VEND-017,RT-00670,23.15,413.7,0,1421.87
SHP-01249,20260601,VEND-014,RT-00589,13.43,507.6,0,937.44
SHP-01250,20260601,VEND-001,RT-00545,7.21,332.7,0,335.13
SHP-01251,20260602,VEND-019,RT-01140,21.3,1198.7,0,2187.91
SHP-01252,20260603,VEND-011,RT-01338,1.85,314.1,0,53.43
SHP-01253,20260603,VEND-018,RT-00869,14.43,1005.2,0,2066.64
SHP-01254,20260603,VEND-023,RT-00679,18.32,233.0,0,594.45
SHP-01255,20260603,VEND-016,RT-00977,7.72,1177.3,2,1241.69
SHP-01256,20260604,VEND-017,RT-00262,21.72,309.4,0,898.71
SHP-01257,20260604,VEND-007,RT-00717,6.77,534.9,0,501.92
SHP-01258,20260604,VEND-006,RT-00327,21.16,692.3,0,548.89
SHP-01259,20260604,VEND-011,RT-01252,2.89,188.3,0,82.85
SHP-01260,20260605,VEND-022,RT-00089,4.84,989.3,0,373.41
SHP-01261,20260605,VEND-014,RT-00272,10.14,365.9,1,519.58
SHP-01262,20260605,VEND-009,RT-00868,21.5,681.7,0,1876.45
SHP-01263,20260605,VEND-020,RT-00607,4.47,682.1,0,364.85
SHP-01264,20260605,VEND-022,RT-00327,22.01,743.0,1,624.69
SHP-01265,20260606,VEND-023,RT-01039,6.51,113.8,0,101.5
SHP-01266,20260606,VEND-008,RT-00881,11.86,243.9,0,396.89
SHP-01267,20260607,VEND-018,RT-00781,9.47,235.4,3,309.73
SHP-01268,20260607,VEND-015,RT-00028,3.84,397.4,0,57.82
SHP-01269,20260607,VEND-012,RT-00937,23.66,216.7,0,417.96
SHP-01270,20260607,VEND-010,RT-00288,11.52,1110.2,0,1738.0
SHP-01271,20260607,VEND-003,RT-01156,17.57,639.9,0,1491.45
SHP-01272,20260607,VEND-007,RT-00877,14.81,767.1,0,1676.11
SHP-01273,20260608,VEND-014,RT-00853,13.04,461.1,0,832.44
SHP-01274,20260608,VEND-023,RT-00154,15.8,367.7,0,491.64
SHP-01275,20260609,VEND-022,RT-00493,22.56,628.7,0,2026.03
SHP-01276,20260610,VEND-005,RT-00873,17.78,388.5,0,248.11
SHP-01277,20260610,VEND-017,RT-00510,13.78,445.2,0,525.8
SHP-01278,20260610,VEND-003,RT-00996,16.48,570.7,0,381.1
SHP-01279,20260611,VEND-017,RT-00427,15.55,631.6,0,1293.15
SHP-01280,20260611,VEND-009,RT-00297,11.39,1182.0,2,512.87
SHP-01281,20260612,VEND-012,RT-01109,15.99,306.8,0,669.19
SHP-01282,20260612,VEND-018,RT-00755,11.65,611.2,4,914.23
SHP-01283,20260613,VEND-011,RT-00527,19.18,221.9,0,364.0
SHP-01284,20260613,VEND-021,RT-00894,24.25,452.5,0,1379.3
SHP-01285,20260613,VEND-014,RT-00495,24.04,874.9,0,3217.94
SHP-01286,20260614,VEND-025,RT-00138,20.7,250.6,0,678.95
SHP-01287,20260614,VEND-016,RT-00468,15.44,718.6,1,1511.51
SHP-01288,20260615,VEND-008,RT-00209,18.98,529.2,0,330.57
SHP-01289,20260615,VEND-020,RT-00328,5.27,109.3,0,52.02
SHP-01290,20260615,VEND-011,RT-00672,12.5,1123.0,0,486.52
SHP-01291,20260615,VEND-014,RT-00235,7.18,525.6,0,567.17
SHP-01292,20260616,VEND-004,RT-01322,1.08,951.5,1,145.38
SHP-01293,20260616,VEND-003,RT-00357,24.2,528.8,0,1797.85
SHP-01294,20260617,VEND-015,RT-00206,21.73,1128.0,0,3405.98
SHP-01295,20260617,VEND-005,RT-00747,13.33,384.0,2,426.4
SHP-01296,20260617,VEND-025,RT-00356,7.1,524.1,0,135.93
SHP-01297,20260617,VEND-022,RT-01314,17.63,922.7,0,1324.78
SHP-01298,20260618,VEND-018,RT-00260,11.44,445.2,0,432.63
SHP-01299,20260618,VEND-019,RT-00292,20.28,469.0,0,1322.29
SHP-01300,20260618,VEND-015,RT-00612,24.99,1194.0,2,1085.83
SHP-01301,20260618,VEND-002,RT-00554,9.38,689.0,0,255.44
SHP-01302,20260618,VEND-010,RT-01060,6.87,842.8,0,454.62
SHP-01303,20260618,VEND-013,RT-00730,7.42,790.0,0,834.48
SHP-01304,20260618,VEND-023,RT-00922,3.24,1002.1,0,120.69
SHP-01305,20260618,VEND-006,RT-01218,10.46,1041.1,0,1406.01
SHP-01306,20260619,VEND-013,RT-01116,1.42,697.7,1,40.38
SHP-01307,20260619,VEND-009,RT-00677,3.75,388.7,1,123.06
SHP-01308,20260620,VEND-004,RT-01327,7.52,76.2,0,54.11
SHP-01309,20260621,VEND-003,RT-01264,4.84,756.6,0,514.38
SHP-01310,20260621,VEND-010,RT-01005,18.57,999.3,0,2670.46
SHP-01311,20260621,VEND-003,RT-00449,3.53,568.1,0,166.55
SHP-01312,20260622,VEND-002,RT-00266,21.78,239.4,0,197.93
SHP-01313,20260622,VEND-009,RT-00105,6.31,381.3,2,201.96
SHP-01314,20260622,VEND-006,RT-01089,3.61,636.5,0,306.2
SHP-01315,20260622,VEND-014,RT-00252,1.24,1012.2,0,113.43
SHP-01316,20260622,VEND-001,RT-00725,18.16,247.5,0,167.39
SHP-01317,20260622,VEND-008,RT-00816,7.16,754.0,0,739.47
SHP-01318,20260622,VEND-012,RT-00436,13.23,916.4,0,1597.01
SHP-01319,20260622,VEND-025,RT-01143,3.68,1126.5,0,157.76
SHP-01320,20260623,VEND-016,RT-01157,24.65,184.2,0,640.73
SHP-01321,20260623,VEND-023,RT-00222,4.01,1115.4,0,365.82
SHP-01322,20260623,VEND-009,RT-00928,10.89,741.7,0,257.48
SHP-01323,20260623,VEND-012,RT-00343,21.44,931.7,1,2741.16
SHP-01324,20260624,VEND-011,RT-00216,6.88,111.8,0,109.33
SHP-01325,20260624,VEND-023,RT-01161,7.41,632.1,0,401.21
SHP-01326,20260624,VEND-024,RT-00641,20.4,766.0,0,670.1
SHP-01327,20260624,VEND-025,RT-00912,7.56,402.9,0,266.19
SHP-01328,20260624,VEND-019,RT-00186,1.07,546.4,0,55.57
SHP-01329,20260624,VEND-013,RT-00332,11.27,687.4,0,282.76
SHP-01330,20260624,VEND-014,RT-00440,1.3,685.4,0,87.16
SHP-01331,20260624,VEND-025,RT-00710,22.84,98.1,0,83.23
SHP-01332,20260625,VEND-008,RT-01138,16.4,555.4,0,1397.88
SHP-01333,20260625,VEND-009,RT-00295,14.99,295.9,0,583.9
SHP-01334,20260625,VEND-023,RT-01311,5.84,1104.2,0,837.98
SHP-01335,20260625,VEND-010,RT-00494,17.8,1173.1,1,865.57
SHP-01336,20260625,VEND-006,RT-00748,17.25,394.6,0,894.58
SHP-01337,20260625,VEND-015,RT-00549,2.45,251.5,0,23.92
SHP-01338,20260625,VEND-009,RT-00880,22.14,302.4,0,546.62
SHP-01339,20260626,VEND-023,RT-00734,14.91,599.4,0,1324.01
SHP-01340,20260626,VEND-023,RT-00603,20.02,1055.7,0,2808.79
SHP-01341,20260626,VEND-008,RT-00475,7.31,625.0,0,175.36
SHP-01342,20260626,VEND-014,RT-01170,3.93,113.7,0,72.48
SHP-01343,20260626,VEND-025,RT-00939,17.86,95.9,0,157.28
SHP-01344,20260626,VEND-019,RT-00919,20.05,311.5,0,880.15
SHP-01345,20260626,VEND-006,RT-00351,10.26,1019.2,0,1322.52
SHP-01346,20260627,VEND-015,RT-00571,1.57,764.7,0,44.38
SHP-01347,20260627,VEND-016,RT-00229,20.64,697.4,1,1948.42
SHP-01348,20260627,VEND-017,RT-00845,5.95,416.8,0,367.79
SHP-01349,20260628,VEND-001,RT-01331,9.14,1118.8,0,1365.71
SHP-01350,20260628,VEND-008,RT-00274,16.08,430.9,0,896.23
SHP-01351,20260628,VEND-022,RT-00566,3.4,1010.2,0,278.86
SHP-01352,20260628,VEND-007,RT-00770,2.73,1080.3,0,445.91
SHP-01353,20260628,VEND-008,RT-00254,1.62,605.8,0,138.58
SHP-01354,20260629,VEND-009,RT-00322,23.0,1078.4,0,3230.28
SHP-01355,20260629,VEND-005,RT-00568,8.47,368.3,0,409.18
SHP-01356,20260629,VEND-004,RT-00735,16.86,807.2,0,1727.57
SHP-01357,20260629,VEND-009,RT-00591,24.74,151.2,0,309.0
SHP-01358,20260630,VEND-022,RT-00478,17.07,595.0,0,1342.47
SHP-01359,20260630,VEND-001,RT-00437,13.6,299.9,1,149.41
SHP-01360,20260701,VEND-008,RT-01171,13.5,122.2,0,226.68
SHP-01361,20260701,VEND-002,RT-01074,10.05,54.3,0,75.23
SHP-01362,20260702,VEND-015,RT-00410,15.39,423.5,0,979.04
SHP-01363,20260702,VEND-007,RT-00266,24.01,728.0,0,678.82
SHP-01364,20260703,VEND-020,RT-00350,19.91,573.5,0,904.72
SHP-01365,20260703,VEND-015,RT-00325,11.18,397.0,0,602.38
SHP-01366,20260703,VEND-020,RT-00503,8.98,1189.9,0,867.93
SHP-01367,20260703,VEND-016,RT-00188,22.2,1130.5,0,3642.75
SHP-01368,20260703,VEND-011,RT-00508,4.26,194.5,0,30.57
SHP-01369,20260703,VEND-022,RT-01233,21.39,527.4,0,437.79
SHP-01370,20260704,VEND-012,RT-00975,7.12,796.2,1,812.45
SHP-01371,20260704,VEND-024,RT-00255,18.18,893.5,0,2221.88
SHP-01372,20260704,VEND-025,RT-01251,20.35,471.3,0,1318.74
SHP-01373,20260704,VEND-015,RT-00359,12.45,908.2,0,430.38
SHP-01374,20260705,VEND-017,RT-00574,5.61,192.8,0,157.56
SHP-01375,20260705,VEND-007,RT-00538,21.27,431.6,0,790.8
SHP-01376,20260705,VEND-021,RT-00113,9.82,873.9,0,1085.57
SHP-01377,20260705,VEND-017,RT-00552,8.7,769.5,0,564.65
SHP-01378,20260705,VEND-023,RT-01274,13.24,1012.8,0,1947.76
SHP-01379,20260706,VEND-007,RT-00234,11.44,103.9,0,47.26
SHP-01380,20260706,VEND-020,RT-00075,17.39,250.6,0,570.7
SHP-01381,20260706,VEND-012,RT-00507,4.29,105.8,0,70.32
SHP-01382,20260707,VEND-005,RT-00212,11.46,270.9,0,431.47
SHP-01383,20260707,VEND-005,RT-00764,22.4,54.9,0,45.09
SHP-01384,20260707,VEND-015,RT-00095,1.87,629.8,0,170.02
SHP-01385,20260707,VEND-008,RT-01330,11.98,657.6,0,286.14
SHP-01386,20260708,VEND-003,RT-01180,16.85,806.6,0,1201.69
SHP-01387,20260708,VEND-011,RT-00492,22.31,492.6,0,1454.65
SHP-01388,20260708,VEND-017,RT-00230,15.25,53.7,0,115.89
SHP-01389,20260709,VEND-008,RT-00158,20.79,825.0,0,2545.76
SHP-01390,20260709,VEND-024,RT-01282,6.34,112.4,0,103.32
SHP-01391,20260710,VEND-020,RT-01243,9.47,1046.1,0,1300.28
SHP-01392,20260710,VEND-013,RT-01090,23.61,76.1,0,70.96
SHP-01393,20260710,VEND-024,RT-00479,22.26,660.0,0,2074.79
SHP-01394,20260710,VEND-011,RT-00365,14.39,1079.2,0,2007.82
SHP-01395,20260710,VEND-004,RT-00719,12.41,708.4,0,332.71
SHP-01396,20260710,VEND-001,RT-00934,11.83,749.7,1,1266.05
SHP-01397,20260710,VEND-024,RT-00483,2.41,833.9,0,77.07
SHP-01398,20260711,VEND-024,RT-01194,22.42,190.8,0,356.36
SHP-01399,20260711,VEND-019,RT-00986,20.64,826.2,0,2385.57
SHP-01400,20260711,VEND-003,RT-00821,11.95,1062.4,0,1715.14
SHP-01401,20260711,VEND-008,RT-00636,7.71,1170.4,0,701.64
SHP-01402,20260711,VEND-002,RT-00780,9.23,559.5,0,181.71
SHP-01403,20260711,VEND-002,RT-00367,3.96,446.2,0,147.41
SHP-01404,20260711,VEND-007,RT-00293,18.32,916.3,0,1376.83
SHP-01405,20260711,VEND-015,RT-00735,14.36,674.3,0,1233.32
SHP-01406,20260711,VEND-002,RT-00193,6.62,345.9,0,315.34
SHP-01407,20260712,VEND-025,RT-00979,15.95,248.0,0,144.05
SHP-01408,20260712,VEND-012,RT-01321,24.5,245.8,0,220.37
SHP-01409,20260712,VEND-007,RT-01129,3.94,578.1,0,77.5
SHP-01410,20260712,VEND-013,RT-00074,12.0,245.6,0,405.66
SHP-01411,20260712,VEND-020,RT-01281,12.86,72.7,0,80.64
SHP-01412,20260713,VEND-008,RT-00354,5.0,109.9,0,85.32
SHP-01413,20260713,VEND-002,RT-01285,13.76,1119.4,0,2163.53
SHP-01414,20260713,VEND-002,RT-00861,15.54,133.9,1,305.24
SHP-01415,20260713,VEND-022,RT-00803,4.78,134.2,0,92.79
SHP-01416,20260713,VEND-003,RT-00185,4.71,568.9,0,98.84
SHP-01417,20260713,VEND-016,RT-00563,21.55,331.9,0,994.99
SHP-01418,20260714,VEND-010,RT-00543,8.47,1157.1,1,319.85
SHP-01419,20260714,VEND-020,RT-00132,16.13,1097.6,0,2415.1
SHP-01420,20260714,VEND-002,RT-00108,16.04,515.5,3,1178.26
SHP-01421,20260714,VEND-023,RT-00059,21.14,566.0,0,1666.76
SHP-01422,20260714,VEND-018,RT-01131,18.76,481.4,0,1336.47
SHP-01423,20260714,VEND-012,RT-00324,21.17,93.5,0,74.93
SHP-01424,20260715,VEND-006,RT-00826,16.01,386.8,0,837.42
SHP-01425,20260715,VEND-025,RT-01181,11.79,191.1,2,335.85
SHP-01426,20260715,VEND-008,RT-00728,10.45,167.7,0,255.79
SHP-01427,20260715,VEND-013,RT-00925,10.1,695.0,0,959.74
SHP-01428,20260715,VEND-010,RT-00091,11.04,163.6,0,256.65
SHP-01429,20260715,VEND-006,RT-01091,4.1,168.4,0,58.83
SHP-01430,20260716,VEND-011,RT-01094,11.18,602.6,0,866.45
SHP-01431,20260716,VEND-004,RT-00589,10.35,558.6,0,782.11
SHP-01432,20260717,VEND-001,RT-00623,1.83,208.3,1,34.66
SHP-01433,20260717,VEND-008,RT-00945,7.6,55.1,0,17.83
SHP-01434,20260717,VEND-003,RT-01002,19.05,271.9,0,737.04
SHP-01435,20260717,VEND-011,RT-00752,14.87,321.3,0,189.34
SHP-01436,20260717,VEND-022,RT-01087,20.35,970.3,0,1625.67
SHP-01437,20260718,VEND-005,RT-01046,14.02,1102.8,2,2158.39
SHP-01438,20260718,VEND-001,RT-00291,21.5,516.8,0,1380.15
SHP-01439,20260718,VEND-003,RT-01172,20.11,515.8,0,958.35
SHP-01440,20260718,VEND-013,RT-00561,3.36,869.4,0,236.08
SHP-01441,20260718,VEND-007,RT-01007,24.45,771.0,0,1647.33
SHP-01442,20260718,VEND-013,RT-00512,1.35,261.8,0,57.23
SHP-01443,20260719,VEND-001,RT-01107,15.32,173.8,0,238.16
SHP-01444,20260719,VEND-009,RT-00463,20.02,553.3,0,1525.91
SHP-01445,20260719,VEND-011,RT-00174,8.97,699.6,1,224.23
SHP-01446,20260719,VEND-011,RT-00072,15.37,209.5,2,286.01
SHP-01447,20260719,VEND-014,RT-00830,9.69,387.3,2,558.46
SHP-01448,20260720,VEND-020,RT-00909,2.45,401.8,0,147.32
SHP-01449,20260720,VEND-012,RT-01048,1.2,350.5,0,16.95
SHP-01450,20260720,VEND-022,RT-00211,3.28,579.9,1,168.69
SHP-01451,20260721,VEND-014,RT-00015,3.36,801.0,0,398.38
SHP-01452,20260721,VEND-007,RT-00019,15.66,635.8,0,751.96
SHP-01453,20260721,VEND-006,RT-00057,13.62,281.7,0,534.07
SHP-01454,20260721,VEND-009,RT-00553,11.93,168.4,2,283.4
SHP-01455,20260721,VEND-015,RT-00818,17.61,995.2,0,2318.68
SHP-01456,20260721,VEND-007,RT-00771,1.4,601.2,0,82.46
SHP-01457,20260721,VEND-023,RT-00701,7.5,121.5,0,139.0
SHP-01458,20260722,VEND-012,RT-00842,19.66,346.8,0,236.2
SHP-01459,20260722,VEND-022,RT-00250,22.84,974.6,1,2985.63
SHP-01460,20260722,VEND-018,RT-00913,11.52,914.5,0,877.55
SHP-01461,20260722,VEND-009,RT-01068,2.96,1057.2,0,260.98
SHP-01462,20260722,VEND-006,RT-00741,20.17,742.4,1,1838.4
SHP-01463,20260722,VEND-019,RT-00063,22.24,536.3,0,1634.79
SHP-01464,20260723,VEND-009,RT-00578,10.93,540.6,0,808.25
SHP-01465,20260723,VEND-007,RT-00395,6.84,273.1,0,246.78
SHP-01466,20260723,VEND-024,RT-00958,2.06,798.4,0,142.65
SHP-01467,20260724,VEND-013,RT-00643,15.19,722.8,0,423.34
SHP-01468,20260724,VEND-002,RT-01284,22.84,228.1,0,735.24
SHP-01469,20260724,VEND-013,RT-01234,17.27,1068.5,0,658.23
SHP-01470,20260724,VEND-012,RT-00068,8.61,473.7,0,545.52
SHP-01471,20260724,VEND-022,RT-00768,16.43,107.2,0,239.04
SHP-01472,20260724,VEND-018,RT-01086,20.97,427.1,0,1201.94
SHP-01473,20260725,VEND-005,RT-00063,12.42,1050.3,0,1755.92
SHP-01474,20260725,VEND-004,RT-00087,20.67,1104.5,0,806.51
SHP-01475,20260725,VEND-016,RT-00023,10.41,614.0,0,834.56
SHP-01476,20260725,VEND-002,RT-00575,9.36,1149.8,0,390.78
SHP-01477,20260726,VEND-008,RT-00056,14.99,1056.5,0,2072.6
SHP-01478,20260726,VEND-004,RT-00173,12.15,999.0,0,474.25
SHP-01479,20260726,VEND-001,RT-00687,24.45,1038.7,0,3170.24
SHP-01480,20260726,VEND-023,RT-01329,13.39,489.2,0,883.87
SHP-01481,20260727,VEND-003,RT-00708,10.24,919.9,0,1259.52
SHP-01482,20260727,VEND-001,RT-00517,10.48,713.9,0,949.94
SHP-01483,20260727,VEND-024,RT-00504,14.15,877.6,0,1702.47
SHP-01484,20260727,VEND-005,RT-01288,9.52,254.5,0,342.92
