Route_ID,Origin,Destination,Vehicle_Type,Weather_Condition,Traffic_Density
RT-01305,Van,Bursa,Hybrid Van,Normal,Medium
RT-01306,Van,Diyarbakir,Diesel Truck,Normal,Low
RT-01307,Van,Diyarbakir,Hybrid Van,Normal,Low
RT-01308,Van,Erzurum,Hybrid Van,Normal,Medium
RT-01309,Van,Erzurum,Hybrid Van,Rain,High
RT-01310,Van,Erzurum,Hybrid Van,Snow,Medium
RT-01311,Van,Eskisehir,Diesel Truck,Rain,Low
RT-01312,Van,Eskisehir,Diesel Truck,Snow,Medium
RT-01313,Van,Eskisehir,Electric Semi,Snow,Low
RT-01314,Van,Eskisehir,Hybrid Van,Normal,Low
RT-01315,Van,Eskisehir,Hybrid Van,Rain,High
RT-01316,Van,Eskisehir,Hybrid Van,Storm,Medium
RT-01317,Van,Gaziantep,Diesel Truck,Rain,Medium
RT-01318,Van,Gaziantep,Diesel Truck,Snow,Medium
RT-01319,Van,Gaziantep,Electric Semi,Normal,High
RT-01320,Van,Gaziantep,Electric Semi,Normal,Low
RT-01321,Van,Gaziantep,Electric Semi,Normal,Medium
RT-01322,Van,Istanbul,Diesel Truck,Normal,Medium
RT-01323,Van,Istanbul,Diesel Truck,Rain,Low
RT-01324,Van,Istanbul,Diesel Truck,Snow,High
RT-01325,Van,Istanbul,Electric Semi,Normal,High
RT-01326,Van,Istanbul,Hybrid Van,Normal,Low
RT-01327,Van,Istanbul,Hybrid Van,Normal,Medium
RT-01328,Van,Izmir,Electric Semi,Rain,Low
RT-01329,Van,Kayseri,Diesel Truck,Normal,Low
RT-01330,Van,Kayseri,Electric Semi,Normal,Medium
RT-01331,Van,Kocaeli,Diesel Truck,Normal,Low
RT-01332,Van,Kocaeli,Electric Semi,Normal,High
RT-01333,Van,Konya,Diesel Truck,Normal,High
RT-01334,Van,Konya,Diesel Truck,Normal,Low
RT-01335,Van,Konya,Diesel Truck,Normal,Medium
RT-01336,Van,Konya,Diesel Truck,Snow,Low
RT-01337,Van,Konya,Diesel Truck,Snow,Medium
RT-01338,Van,Konya,Hybrid Van,Normal,High
RT-01339,Van,Malatya,Diesel Truck,Normal,Medium
RT-01340,Van,Malatya,Diesel Truck,Rain,Medium
RT-01341,Van,Malatya,Diesel Truck,Snow,Medium
RT-01342,Van,Mersin,Diesel Truck,Normal,Medium
RT-01343,Van,Mersin,Diesel Truck,Snow,Low
RT-01344,Van,Sakarya,Diesel Truck,Normal,High
RT-01345,Van,Samsun,Diesel Truck,Normal,Medium
RT-01346,Van,Trabzon,Diesel Truck,Normal,Low
