Shipment_ID,Date_ID,Vendor_ID,Route_ID,Weight_tons,Distance_km,Actual_Delay_Days,CO2_Emission_kg,Delay_Risk_Probability,Risk_Level
SHP-00795,20260202,VEND-001,RT-2703b94a67,18.5,453.6,0,1229.24,0.31,Medium Risk
SHP-00796,20260203,VEND-001,RT-f46da8593b,2.59,1035.6,0,377.81,0.17,Low Risk
SHP-00797,20260203,VEND-004,RT-2cba50315a,3.8,860.0,0,499.42,0.25,Medium Risk
SHP-00798,20260203,VEND-002,RT-bd3ac85c1a,15.79,1220.7,0,1652.08,0.32,Medium Risk
SHP-00799,20260203,VEND-021,RT-dfabf0feab,15.57,318.5,0,701.09,0.27,Medium Risk
SHP-00800,20260203,VEND-016,RT-72e403580d,24.34,213.4,0,735.99,0.51,High Risk
SHP-00801,20260203,VEND-025,RT-6369e3f74b,9.99,336.6,0,137.33,0.18,Low Risk
SHP-00802,20260204,VEND-021,RT-6438d63749,2.56,806.2,0,180.51,0.14,Low Risk
SHP-00803,20260204,VEND-025,RT-3f77d08fd6,13.9,1240.9,2,2475.59,0.1,Low Risk
SHP-00804,20260205,VEND-006,RT-3a0d50f88a,16.32,425.8,0,935.93,0.05,Low Risk
SHP-00805,20260205,VEND-008,RT-040747061f,4.35,641.8,0,247.28,0.18,Low Risk
SHP-00806,20260205,VEND-022,RT-83b81fb605,14.27,153.1,0,329.04,0.2,Medium Risk
SHP-00807,20260205,VEND-007,RT-cb07765d61,5.75,1274.3,0,1136.95,0.29,Medium Risk
SHP-00808,20260205,VEND-002,RT-9aad9a8eea,21.27,352.2,1,693.38,0.62,High Risk
SHP-00809,20260205,VEND-017,RT-614459d52b,21.04,390.8,2,1157.31,0.33,Medium Risk
SHP-00810,20260206,VEND-021,RT-fc93dce4f4,11.31,931.3,1,1515.65,0.26,Medium Risk
SHP-00811,20260206,VEND-025,RT-265ca62123,24.2,1044.7,2,3506.67,0.23,Medium Risk
SHP-00812,20260206,VEND-024,RT-fecd1750e7,24.51,329.6,0,287.57,0.08,Low Risk
SHP-00813,20260207,VEND-004,RT-5e07b5aa1a,4.1,1188.7,2,427.91,0.21,Medium Risk
SHP-00814,20260207,VEND-020,RT-dde9866bf0,9.83,647.2,0,267.78,0.23,Medium Risk
SHP-00815,20260207,VEND-022,RT-a68c638e16,15.41,470.4,5,297.24,0.66,High Risk
SHP-00816,20260207,VEND-018,RT-34963c7f79,3.04,914.6,2,403.24,0.36,Medium Risk
SHP-00817,20260207,VEND-021,RT-f8a6c8e822,10.18,231.6,0,309.28,0.1,Low Risk
SHP-00818,20260207,VEND-021,RT-9cf098a464,7.27,1304.2,0,1352.17,0.38,Medium Risk
SHP-00819,20260207,VEND-012,RT-ed12617481,23.85,122.7,0,365.84,0.0,Low Risk
SHP-00820,20260208,VEND-002,RT-6d6ed507f6,10.88,1372.1,1,2120.75,0.2,Medium Risk
SHP-00821,20260209,VEND-012,RT-e88ac2ed56,19.3,439.5,1,318.62,0.05,Low Risk
SHP-00822,20260209,VEND-006,RT-916f04a63b,10.28,592.2,0,879.95,0.06,Low Risk
SHP-00823,20260209,VEND-003,RT-2f80eea353,4.16,600.2,0,360.65,0.12,Low Risk
SHP-00824,20260210,VEND-004,RT-e8524e23f3,21.72,382.9,2,1333.31,0.53,High Risk
SHP-00825,20260210,VEND-018,RT-bbc396749a,1.01,490.8,3,83.38,0.62,High Risk
SHP-00826,20260211,VEND-013,RT-afadfb1ad9,2.34,1187.8,0,372.35,0.1,Low Risk
SHP-00827,20260211,VEND-014,RT-5ed6459eb7,9.75,921.2,4,1255.12,0.07,Low Risk
SHP-00828,20260211,VEND-019,RT-b66a61d7ad,17.49,115.9,0,325.14,0.28,Medium Risk
SHP-00829,20260212,VEND-014,RT-ee63e09465,9.2,343.8,0,459.63,0.06,Low Risk
SHP-00830,20260212,VEND-016,RT-4223256fc8,2.59,416.2,2,95.01,0.29,Medium Risk
SHP-00831,20260212,VEND-003,RT-59bbe46d26,8.63,1074.1,0,812.66,0.11,Low Risk
SHP-00832,20260213,VEND-022,RT-6dae326921,6.88,1023.9,2,598.2,0.65,High Risk
SHP-00833,20260213,VEND-012,RT-934e69164e,1.13,322.7,0,35.13,0.08,Low Risk
SHP-00834,20260213,VEND-004,RT-364fa0c8b8,13.84,1028.8,3,1413.88,0.37,Medium Risk
SHP-00835,20260213,VEND-021,RT-8db5c75458,3.8,328.0,0,115.21,0.2,Medium Risk
SHP-00836,20260214,VEND-019,RT-3861c0a018,7.9,587.5,0,653.1,0.1,Low Risk
SHP-00837,20260214,VEND-002,RT-073cafda63,16.39,554.4,2,1264.77,0.3,Medium Risk
SHP-00838,20260215,VEND-005,RT-46b7c77c9d,18.4,578.4,3,1544.43,0.66,High Risk
SHP-00839,20260215,VEND-001,RT-566ee68649,7.32,230.8,0,67.83,0.07,Low Risk
SHP-00840,20260215,VEND-007,RT-c007b46ca3,8.9,876.4,0,1049.7,0.16,Low Risk
SHP-00841,20260215,VEND-003,RT-22d1ea3bfa,6.93,1098.4,0,615.35,0.13,Low Risk
SHP-00842,20260216,VEND-018,RT-37f59d5282,23.97,1044.2,1,3810.1,0.47,Medium Risk
SHP-00843,20260216,VEND-014,RT-701df55e7c,5.57,294.8,0,258.4,0.18,Low Risk
SHP-00844,20260216,VEND-025,RT-a9193d7521,5.4,345.5,0,163.92,0.03,Low Risk
SHP-00845,20260216,VEND-019,RT-17efdf85a5,11.68,589.2,0,975.63,0.16,Low Risk
SHP-00846,20260216,VEND-016,RT-2650fdde08,5.54,667.3,2,547.03,0.43,Medium Risk
SHP-00847,20260216,VEND-013,RT-cb4717c021,4.76,616.4,0,432.98,0.26,Medium Risk
SHP-00848,20260216,VEND-002,RT-c91dae9629,3.3,574.3,3,86.69,0.56,High Risk
SHP-00849,20260217,VEND-002,RT-d94f659653,16.36,607.8,1,937.99,0.66,High Risk
SHP-00850,20260217,VEND-016,RT-8f4c26d508,15.69,1438.2,1,2959.07,0.38,Medium Risk
SHP-00851,20260217,VEND-001,RT-f8659eb1f6,16.6,660.3,0,381.89,0.24,Medium Risk
SHP-00852,20260217,VEND-002,RT-fe936620a2,19.56,675.9,2,1992.1,0.15,Low Risk
SHP-00853,20260217,VEND-006,RT-73a96b55a1,8.83,624.0,0,470.28,0.14,Low Risk
SHP-00854,20260217,VEND-023,RT-11644546be,23.04,625.1,0,1837.85,0.03,Low Risk
SHP-00855,20260217,VEND-012,RT-5f7aa613c4,18.6,335.1,0,896.16,0.03,Low Risk
SHP-00856,20260218,VEND-018,RT-e0e7b8fa2a,20.31,809.9,0,2346.89,0.36,Medium Risk
SHP-00857,20260218,VEND-011,RT-456459fc0c,18.3,647.2,2,1700.53,0.23,Medium Risk
SHP-00858,20260218,VEND-005,RT-ed6fd49099,9.6,77.1,4,77.52,0.58,High Risk
SHP-00859,20260218,VEND-010,RT-d023bf94e3,7.79,77.1,1,53.99,0.18,Low Risk
SHP-00860,20260219,VEND-003,RT-16d64e8459,11.14,122.1,0,114.32,0.02,Low Risk
SHP-00861,20260220,VEND-020,RT-6cc51fe6f7,3.33,867.3,0,389.53,0.17,Low Risk
SHP-00862,20260220,VEND-005,RT-fbf32d56ee,11.83,633.4,4,676.85,0.47,Medium Risk
SHP-00863,20260220,VEND-010,RT-8465aae018,2.04,1086.4,2,347.95,0.4,Medium Risk
SHP-00864,20260220,VEND-025,RT-8cbf14250e,1.09,1139.2,0,186.34,0.2,Medium Risk
SHP-00865,20260220,VEND-015,RT-55ba7434d4,23.36,337.4,0,286.78,0.13,Low Risk
SHP-00866,20260221,VEND-012,RT-c85e314266,17.54,1563.6,0,2354.62,0.14,Low Risk
SHP-00867,20260221,VEND-014,RT-6f0c182f8c,14.48,511.7,0,1127.42,0.26,Medium Risk
SHP-00868,20260221,VEND-020,RT-6e6b847c8a,9.19,759.2,0,1010.72,0.21,Medium Risk
SHP-00869,20260222,VEND-007,RT-1b6c742f99,14.69,572.4,0,751.44,0.26,Medium Risk
SHP-00870,20260222,VEND-016,RT-65da004bf5,22.4,463.6,0,373.04,0.36,Medium Risk
SHP-00871,20260223,VEND-022,RT-bb4e258796,16.66,203.3,0,127.17,0.17,Low Risk
SHP-00872,20260223,VEND-015,RT-cd09e6411f,15.46,786.8,0,1605.43,0.11,Low Risk
SHP-00873,20260223,VEND-012,RT-80e537cd1a,12.04,334.5,0,151.5,0.06,Low Risk
SHP-00874,20260223,VEND-004,RT-8afddf8ca9,9.3,867.7,0,653.81,0.03,Low Risk
SHP-00875,20260224,VEND-007,RT-e11508720a,17.77,396.6,0,600.91,0.13,Low Risk
SHP-00876,20260224,VEND-024,RT-e1c0792bfd,24.54,1135.2,0,3835.18,0.09,Low Risk
SHP-00877,20260224,VEND-014,RT-61aceb9c42,11.19,1282.5,0,2104.07,0.22,Medium Risk
SHP-00878,20260225,VEND-008,RT-f6ec00c383,10.41,464.2,0,177.73,0.08,Low Risk
SHP-00879,20260225,VEND-011,RT-e49f92af4e,11.27,659.0,2,307.45,0.26,Medium Risk
SHP-00880,20260225,VEND-015,RT-8a499b0d15,11.21,849.7,0,1369.89,0.31,Medium Risk
SHP-00881,20260226,VEND-014,RT-3ec87b56fd,24.77,118.7,0,433.24,0.08,Low Risk
SHP-00882,20260226,VEND-018,RT-e92fd8ea60,17.96,590.7,1,1583.84,0.93,High Risk
SHP-00883,20260226,VEND-007,RT-93acd469ec,9.62,517.9,0,474.27,0.32,Medium Risk
SHP-00884,20260227,VEND-017,RT-9b8b8c02d1,9.92,320.8,1,467.46,0.17,Low Risk
SHP-00885,20260227,VEND-012,RT-e6058d2b8d,11.34,300.1,0,487.74,0.05,Low Risk
SHP-00886,20260227,VEND-024,RT-11ec05ecc5,1.88,656.0,0,109.28,0.1,Low Risk
SHP-00887,20260227,VEND-004,RT-f7c65ce1db,13.67,321.1,0,181.77,0.21,Medium Risk
SHP-00888,20260227,VEND-004,RT-0d7e72c77e,20.47,169.9,0,552.32,0.25,Medium Risk
SHP-00889,20260228,VEND-012,RT-6e834a7dd7,16.85,757.9,0,1823.16,0.13,Low Risk
SHP-00890,20260228,VEND-013,RT-a4a50efbbc,5.76,689.9,0,351.14,0.12,Low Risk
SHP-00891,20260228,VEND-018,RT-a3674bf7f2,18.47,677.4,1,1789.34,0.7,High Risk
SHP-00892,20260228,VEND-011,RT-9302df7119,18.27,724.4,5,2037.1,0.45,Medium Risk
SHP-00893,20260228,VEND-023,RT-0b975d27f2,7.3,1187.7,0,1315.35,0.36,Medium Risk
SHP-00894,20260228,VEND-012,RT-886f2a46fc,15.95,1327.4,0,3225.6,0.36,Medium Risk
SHP-00895,20260228,VEND-004,RT-3a6188b742,15.66,865.5,0,534.97,0.17,Low Risk
SHP-00896,20260228,VEND-003,RT-94f1ce6df2,21.15,1024.2,0,3285.5,0.17,Low Risk
SHP-00897,20260228,VEND-025,RT-8b05e51eae,4.27,530.4,0,205.08,0.16,Low Risk
SHP-00898,20260228,VEND-004,RT-af3993fd91,5.68,47.4,0,43.47,0.03,Low Risk
SHP-00899,20260301,VEND-024,RT-0b0480c9f8,12.66,392.1,0,666.26,0.03,Low Risk
SHP-00900,20260301,VEND-007,RT-1641c94112,2.06,911.3,1,285.11,0.26,Medium Risk
SHP-00901,20260301,VEND-003,RT-fccca8515d,10.97,668.3,0,597.16,0.01,Low Risk
SHP-00902,20260301,VEND-008,RT-c136659f3d,19.92,1119.5,0,3175.0,0.06,Low Risk
SHP-00903,20260301,VEND-016,RT-67521e8d13,4.57,999.3,0,599.04,0.66,High Risk
SHP-00904,20260301,VEND-011,RT-4996d9b85d,12.04,401.8,0,704.71,0.56,High Risk
SHP-00905,20260302,VEND-020,RT-2f1104d7e3,24.75,140.8,0,142.8,0.15,Low Risk
SHP-00906,20260302,VEND-016,RT-6f82a2c186,13.14,168.2,3,330.51,0.48,Medium Risk
SHP-00907,20260303,VEND-011,RT-dfcd2b6484,12.96,458.2,1,540.83,0.3,Medium Risk
SHP-00908,20260303,VEND-016,RT-5f3582796f,14.41,237.4,0,129.64,0.38,Medium Risk
SHP-00909,20260303,VEND-025,RT-7bdfeae3aa,5.46,897.9,0,174.4,0.12,Low Risk
SHP-00910,20260303,VEND-011,RT-345a79a4a8,4.53,1024.8,0,365.77,0.37,Medium Risk
SHP-00911,20260304,VEND-004,RT-f9dc5a40d5,17.26,377.2,0,945.18,0.19,Low Risk
SHP-00912,20260304,VEND-011,RT-ec47a39cc1,10.5,419.1,0,423.9,0.74,High Risk
SHP-00913,20260305,VEND-022,RT-8473e90601,7.96,1564.8,0,1076.96,0.3,Medium Risk
SHP-00914,20260305,VEND-006,RT-d90c9a92e9,1.75,626.9,2,157.83,0.12,Low Risk
SHP-00915,20260305,VEND-024,RT-0c7be9fc67,21.31,596.8,0,504.23,0.05,Low Risk
SHP-00916,20260306,VEND-015,RT-9cf098a464,1.78,1319.3,0,329.08,0.49,Medium Risk
SHP-00917,20260306,VEND-016,RT-7d02e66dd1,19.0,1355.4,3,3501.0,0.5,High Risk
SHP-00918,20260307,VEND-008,RT-14a9b41c7f,10.17,511.4,0,438.53,0.08,Low Risk
SHP-00919,20260307,VEND-024,RT-a96947193d,15.37,1530.6,0,1981.26,0.14,Low Risk
SHP-00920,20260307,VEND-001,RT-e4891bb301,6.94,1018.4,0,1012.42,0.12,Low Risk
SHP-00921,20260307,VEND-008,RT-9a25eab3a4,4.73,819.6,0,330.59,0.12,Low Risk
SHP-00922,20260308,VEND-011,RT-2a4214ee52,13.8,618.3,0,304.04,0.12,Low Risk
SHP-00923,20260308,VEND-012,RT-d531b9f234,17.69,1157.1,0,2855.1,0.14,Low Risk
SHP-00924,20260309,VEND-012,RT-e77f398723,5.69,311.3,0,154.11,0.07,Low Risk
SHP-00925,20260309,VEND-004,RT-00e85fb31e,11.47,626.0,4,302.87,0.18,Low Risk
SHP-00926,20260309,VEND-006,RT-eaa911cd58,11.67,1216.7,0,1952.83,0.11,Low Risk
SHP-00927,20260309,VEND-003,RT-4a8e46dc27,6.18,358.6,1,192.96,0.11,Low Risk
SHP-00928,20260309,VEND-015,RT-8716c2e6d2,14.56,1196.9,0,2257.19,0.12,Low Risk
SHP-00929,20260310,VEND-009,RT-38e9c72877,4.5,758.0,1,464.95,0.5,High Risk
SHP-00930,20260310,VEND-015,RT-b75e0fb8b6,13.23,571.6,0,1113.07,0.41,Medium Risk
SHP-00931,20260310,VEND-015,RT-cb4717c021,3.72,638.2,1,343.01,0.23,Medium Risk
SHP-00932,20260310,VEND-018,RT-e87faaf704,12.65,1611.4,1,2904.51,0.61,High Risk
SHP-00933,20260310,VEND-014,RT-11f2f73c21,8.48,45.2,0,36.38,0.16,Low Risk
SHP-00934,20260310,VEND-017,RT-a2b5cc0356,11.85,1364.2,0,2289.35,0.51,High Risk
SHP-00935,20260311,VEND-015,RT-363525bb70,11.41,1378.2,0,2260.83,0.51,High Risk
SHP-00936,20260311,VEND-017,RT-213912d8f8,22.79,1733.0,3,5529.19,0.2,Medium Risk
SHP-00937,20260311,VEND-016,RT-2ebb68dce5,12.76,567.0,1,956.68,0.23,Medium Risk
SHP-00938,20260312,VEND-008,RT-8f3aa30891,20.64,1174.6,0,3314.13,0.02,Low Risk
SHP-00939,20260312,VEND-007,RT-452f5f9b14,6.42,743.0,0,421.88,0.23,Medium Risk
SHP-00940,20260313,VEND-020,RT-e5b3697359,9.45,933.0,0,1125.54,0.05,Low Risk
SHP-00941,20260313,VEND-009,RT-f910f0da25,2.8,980.9,2,233.4,0.71,High Risk
SHP-00942,20260313,VEND-014,RT-409568ce96,11.1,1167.5,0,1837.77,0.05,Low Risk
SHP-00943,20260314,VEND-005,RT-739aeaa6a3,17.05,530.9,0,1233.85,0.72,High Risk
SHP-00944,20260314,VEND-011,RT-0912a231c6,21.12,770.9,0,2350.83,0.23,Medium Risk
SHP-00945,20260314,VEND-014,RT-175195b134,14.58,635.8,0,1250.62,0.14,Low Risk
SHP-00946,20260314,VEND-016,RT-8575ec8e83,16.36,325.3,0,844.63,0.56,High Risk
SHP-00947,20260315,VEND-014,RT-c616721880,5.25,633.0,0,133.19,0.21,Medium Risk
SHP-00948,20260315,VEND-010,RT-ed3e70adcf,1.89,646.8,0,46.18,0.55,High Risk
SHP-00949,20260315,VEND-025,RT-37a14365d7,20.0,1106.6,0,3195.07,0.15,Low Risk
SHP-00950,20260317,VEND-013,RT-5b6e5ec033,5.01,1337.0,0,632.63,0.59,High Risk
SHP-00951,20260317,VEND-021,RT-82241e1e6e,3.19,910.1,0,115.38,0.15,Low Risk
SHP-00952,20260317,VEND-019,RT-76e4b84451,23.5,776.1,0,2518.24,0.08,Low Risk
SHP-00953,20260317,VEND-014,RT-7a757ff836,24.12,608.8,0,2238.02,0.5,High Risk
SHP-00954,20260318,VEND-023,RT-a0273938a4,15.79,946.7,0,2013.0,0.06,Low Risk
SHP-00955,20260318,VEND-004,RT-ba6cec2226,10.09,1019.8,2,1403.44,0.15,Low Risk
SHP-00956,20260318,VEND-024,RT-09684721d6,21.0,1179.4,0,3341.83,0.09,Low Risk
SHP-00957,20260319,VEND-022,RT-45e52bee41,5.91,1133.4,0,235.66,0.16,Low Risk
SHP-00958,20260319,VEND-013,RT-0f9960c9d8,11.31,834.0,0,1331.58,0.1,Low Risk
SHP-00959,20260320,VEND-019,RT-b5e348dafa,9.57,1059.2,0,1295.16,0.02,Low Risk
SHP-00960,20260320,VEND-014,RT-805e488cca,22.9,640.7,1,1964.44,0.04,Low Risk
SHP-00961,20260320,VEND-007,RT-b78f9c8819,23.07,526.4,0,1806.82,0.27,Medium Risk
SHP-00962,20260320,VEND-020,RT-08773f5479,16.62,239.2,2,157.78,0.23,Medium Risk
SHP-00963,20260320,VEND-007,RT-2de46e301e,3.66,1285.4,0,405.04,0.09,Low Risk
SHP-00964,20260320,VEND-008,RT-363525bb70,12.57,1330.2,0,2399.74,0.4,Medium Risk
SHP-00965,20260320,VEND-013,RT-c712b2b191,6.89,1257.7,0,1338.07,0.51,High Risk
SHP-00966,20260320,VEND-021,RT-7370e012e7,22.24,1058.1,0,3051.68,0.04,Low Risk
SHP-00967,20260321,VEND-010,RT-23485cdab1,4.32,855.6,0,495.93,0.3,Medium Risk
SHP-00968,20260321,VEND-013,RT-eb6409743c,2.3,350.5,0,73.49,0.13,Low Risk
SHP-00969,20260321,VEND-002,RT-2653b6048b,17.91,846.8,0,596.32,0.26,Medium Risk
SHP-00970,20260322,VEND-003,RT-4ef315f96d,11.88,1051.4,0,468.52,0.07,Low Risk
SHP-00971,20260322,VEND-002,RT-b7c2b54813,21.12,358.6,1,1053.73,0.51,High Risk
SHP-00972,20260322,VEND-002,RT-dd3089098e,2.79,416.7,0,97.4,0.13,Low Risk
SHP-00973,20260322,VEND-022,RT-62f81bc4ea,20.23,1435.5,0,4028.83,0.4,Medium Risk
SHP-00974,20260322,VEND-022,RT-310bb4cbc8,1.9,398.5,0,71.6,0.57,High Risk
SHP-00975,20260323,VEND-021,RT-554d9d71bb,1.67,445.9,0,73.18,0.26,Medium Risk
SHP-00976,20260323,VEND-002,RT-48a7f92f7b,12.07,811.9,0,1220.31,0.11,Low Risk
SHP-00977,20260323,VEND-002,RT-a24c24de14,6.31,594.9,0,508.07,0.35,Medium Risk
SHP-00978,20260323,VEND-008,RT-3fe18ccb7a,15.25,771.3,0,1542.65,0.04,Low Risk
SHP-00979,20260323,VEND-015,RT-48bae08d7b,1.62,885.5,0,124.35,0.55,High Risk
SHP-00980,20260324,VEND-009,RT-b4cd50d898,1.85,381.0,0,26.01,0.5,High Risk
SHP-00981,20260324,VEND-013,RT-6a2cea7591,18.45,875.1,0,566.3,0.19,Low Risk
SHP-00982,20260324,VEND-005,RT-e60ef1da39,6.04,1214.7,2,289.01,0.61,High Risk
SHP-00983,20260324,VEND-019,RT-a65f3b1bb5,16.75,1080.4,4,2758.87,0.26,Medium Risk
SHP-00984,20260324,VEND-008,RT-a9c48ea86d,19.0,211.9,0,566.6,0.06,Low Risk
SHP-00985,20260324,VEND-002,RT-5cde7b9eab,2.42,323.1,0,30.94,0.25,Medium Risk
SHP-00986,20260324,VEND-019,RT-c36644b380,19.47,350.3,0,891.92,0.03,Low Risk
SHP-00987,20260324,VEND-023,RT-b4e11e39ea,7.44,1234.0,0,762.42,0.05,Low Risk
SHP-00988,20260324,VEND-001,RT-6ea008aee5,10.35,1598.9,0,2255.29,0.17,Low Risk
SHP-00989,20260325,VEND-011,RT-ba65ac6c5c,3.08,588.1,0,157.38,0.31,Medium Risk
SHP-00990,20260325,VEND-021,RT-7d06c106df,21.13,239.5,0,473.39,0.28,Medium Risk
SHP-00991,20260326,VEND-018,RT-d061b9118c,14.46,652.4,4,1485.45,0.72,High Risk
SHP-00992,20260326,VEND-022,RT-f6635ac2b4,13.11,215.7,0,107.3,0.15,Low Risk
SHP-00993,20260327,VEND-011,RT-97a4dcc394,24.25,326.1,0,1117.88,0.15,Low Risk
SHP-00994,20260327,VEND-010,RT-2d0603d9ab,9.03,318.6,4,110.69,0.36,Medium Risk
SHP-00995,20260327,VEND-018,RT-1d2e5e1029,22.38,669.3,2,1227.65,0.24,Medium Risk
SHP-00996,20260327,VEND-004,RT-89755f7760,18.27,862.8,3,1440.95,0.26,Medium Risk
SHP-00997,20260327,VEND-006,RT-6ed777c7a3,23.28,554.9,0,1109.86,0.2,Medium Risk
SHP-00998,20260327,VEND-016,RT-72739cc641,22.79,1377.9,0,4262.55,0.26,Medium Risk
SHP-00999,20260328,VEND-017,RT-c0e8697718,24.78,1497.3,1,5190.4,0.42,Medium Risk
SHP-01000,20260328,VEND-003,RT-8858e774cf,4.16,835.3,0,452.43,0.06,Low Risk
SHP-01001,20260328,VEND-013,RT-14a9b41c7f,20.1,489.6,0,820.08,0.06,Low Risk
SHP-01002,20260328,VEND-010,RT-9a328f99b8,20.31,726.2,0,2099.05,0.5,High Risk
SHP-01003,20260328,VEND-013,RT-6e9a8948b7,16.46,647.5,0,1483.17,0.14,Low Risk
SHP-01004,20260329,VEND-024,RT-06f0d51e26,7.69,569.4,0,616.6,0.12,Low Risk
SHP-01005,20260329,VEND-002,RT-331694646f,24.16,566.7,0,2089.17,0.38,Medium Risk
SHP-01006,20260330,VEND-025,RT-f8adc06dfa,5.91,903.7,0,726.6,0.2,Medium Risk
SHP-01007,20260330,VEND-012,RT-35c4caceec,12.99,757.8,0,1296.97,0.0,Low Risk
SHP-01008,20260331,VEND-020,RT-11f4101519,13.52,220.6,0,240.06,0.03,Low Risk
SHP-01009,20260331,VEND-011,RT-506ac4afe1,4.88,535.7,0,209.17,0.09,Low Risk
SHP-01010,20260331,VEND-008,RT-0cecdb0671,18.34,941.7,0,2489.65,0.12,Low Risk
SHP-01011,20260401,VEND-020,RT-1790df65f9,3.13,357.4,0,100.66,0.25,Medium Risk
SHP-01012,20260401,VEND-018,RT-64d5c219bd,17.63,349.1,1,810.72,0.25,Medium Risk
SHP-01013,20260401,VEND-004,RT-c8534d712b,21.37,453.4,0,342.94,0.1,Low Risk
SHP-01014,20260402,VEND-018,RT-fc3d939384,9.39,653.0,3,793.37,0.69,High Risk
SHP-01015,20260403,VEND-019,RT-a0f50e7198,18.03,606.6,0,1568.23,0.16,Low Risk
SHP-01016,20260403,VEND-010,RT-4c7e2446c0,4.76,488.2,0,92.48,0.26,Medium Risk
SHP-01017,20260403,VEND-024,RT-1a80bfc462,21.3,924.5,0,2757.72,0.04,Low Risk
SHP-01018,20260404,VEND-017,RT-82876853e9,23.85,657.7,0,2100.69,0.22,Medium Risk
SHP-01019,20260404,VEND-009,RT-121883a2e6,4.66,628.3,3,280.13,0.77,High Risk
SHP-01020,20260404,VEND-001,RT-2e9411e14d,17.6,584.4,0,347.84,0.14,Low Risk
SHP-01021,20260405,VEND-017,RT-a5fe34f155,13.14,1007.4,0,1678.44,0.13,Low Risk
SHP-01022,20260405,VEND-006,RT-f537903cad,13.76,1033.1,0,2099.31,0.16,Low Risk
SHP-01023,20260405,VEND-019,RT-3cf21e077d,17.96,224.2,0,150.7,0.06,Low Risk
SHP-01024,20260405,VEND-014,RT-4026279527,12.73,631.8,0,1044.43,0.06,Low Risk
SHP-01025,20260405,VEND-012,RT-9457fb5367,15.41,677.2,0,1416.86,0.05,Low Risk
SHP-01026,20260405,VEND-005,RT-00380822b2,6.54,1171.3,5,1163.7,0.87,High Risk
SHP-01027,20260405,VEND-018,RT-6dd34e9c0c,10.08,600.7,0,801.76,0.35,Medium Risk
SHP-01028,20260406,VEND-005,RT-b8468563de,21.77,1148.6,1,3376.29,0.49,Medium Risk
SHP-01029,20260406,VEND-011,RT-04f713fedc,3.64,857.4,0,430.53,0.16,Low Risk
SHP-01030,20260406,VEND-021,RT-7f5744318c,15.34,773.6,0,402.34,0.13,Low Risk
SHP-01031,20260406,VEND-024,RT-ad995efeb3,5.42,762.5,0,350.77,0.0,Low Risk
SHP-01032,20260406,VEND-025,RT-853b8656ad,21.32,228.6,0,181.41,0.08,Low Risk
SHP-01033,20260407,VEND-024,RT-4f4db3f0ab,14.9,1117.8,0,589.83,0.08,Low Risk
SHP-01034,20260407,VEND-014,RT-6532d37e24,10.67,320.0,0,487.81,0.06,Low Risk
SHP-01035,20260407,VEND-006,RT-9b39415497,7.0,501.5,0,315.52,0.05,Low Risk
SHP-01036,20260407,VEND-021,RT-09e344142a,11.48,1362.6,0,639.09,0.16,Low Risk
SHP-01037,20260407,VEND-021,RT-e5d081f8b3,23.98,448.2,0,1432.63,0.04,Low Risk
SHP-01038,20260408,VEND-025,RT-6bccd05f5d,13.22,612.1,0,1051.51,0.03,Low Risk
SHP-01039,20260408,VEND-017,RT-cca2780d68,12.27,313.9,0,323.92,0.13,Low Risk
SHP-01040,20260409,VEND-004,RT-492fcf6c54,18.91,1549.8,0,4096.19,0.37,Medium Risk
SHP-01041,20260409,VEND-013,RT-6667677eef,10.1,360.8,0,291.8,0.09,Low Risk
SHP-01042,20260409,VEND-012,RT-909052f98a,11.26,1125.4,1,1058.03,0.0,Low Risk
SHP-01043,20260409,VEND-022,RT-11ec05ecc5,9.09,597.4,0,428.12,0.17,Low Risk
SHP-01044,20260409,VEND-010,RT-0ab920ce89,4.62,197.5,2,76.31,0.1,Low Risk
SHP-01045,20260410,VEND-009,RT-695f31307b,18.13,146.0,0,103.27,0.26,Medium Risk
SHP-01046,20260410,VEND-003,RT-a3164605dc,21.95,682.1,0,1288.43,0.12,Low Risk
SHP-01047,20260410,VEND-021,RT-a2fbbdef7c,22.73,947.1,1,1782.32,0.11,Low Risk
SHP-01048,20260410,VEND-019,RT-20eea7301c,22.14,622.9,0,1887.89,0.12,Low Risk
SHP-01049,20260411,VEND-002,RT-5aea39b58a,11.84,1132.3,1,541.38,0.31,Medium Risk
SHP-01050,20260411,VEND-011,RT-35d69a3f99,7.82,571.6,0,611.52,0.89,High Risk
SHP-01051,20260411,VEND-012,RT-93151b9c36,16.31,157.3,0,104.01,0.26,Medium Risk
SHP-01052,20260411,VEND-012,RT-553c49af6d,23.91,880.8,0,2774.58,0.11,Low Risk
SHP-01053,20260411,VEND-023,RT-82cde61c0a,18.45,1588.2,0,3641.22,0.13,Low Risk
SHP-01054,20260411,VEND-004,RT-49854ce249,12.88,222.7,0,400.55,0.4,Medium Risk
SHP-01055,20260411,VEND-008,RT-a71342a676,17.53,1158.6,0,2673.9,0.01,Low Risk
SHP-01056,20260412,VEND-005,RT-eb5c988023,19.54,280.7,0,777.62,0.44,Medium Risk
SHP-01057,20260412,VEND-007,RT-f7d607ac85,23.06,224.8,0,188.47,0.13,Low Risk
SHP-01058,20260412,VEND-023,RT-2ee64a7445,19.32,1019.5,0,719.2,0.09,Low Risk
